,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
444,Norway2014,23,87.69,2.8,1.1,3.7,2,1.7,1.9,0.5,1.7,1.6,2.3,2.2,1.5
445,Oman2014,53.1,60.21,5,6.6,2.7,4.8,3.9,2.1,6.4,4.1,7.4,5.3,2.3,2.5
446,Pakistan2014,103,52.75,9.9,9.5,10,7.5,7.6,6.9,8.5,7.6,8.6,8.8,8.8,9.3
447,Panama2014,55.7,79.18,4.8,2.5,5.3,3.7,7.6,4.2,4.6,5.2,4.7,5.6,4,3.5
448,Papua New Guinea2014,84.1,47.65,6.4,7.1,6.6,6.6,9.3,7.3,6.6,9,6.3,7.6,4.9,6.4
449,Paraguay2014,71.6,70.02,6.2,7.8,6.2,5.4,8.7,4.9,7.4,6.4,6,5.8,2.7,4.1
450,Peru2014,72.9,72.67,6.7,6.7,7.3,4.2,7.5,6.4,7.4,6.7,4.8,5.8,5,4.4
451,Philippines2014,85.3,73.69,8.8,8,8.3,5.7,6.3,5.9,7.3,6.9,6.4,7.8,7.7,6.2
452,Poland2014,42.1,78.92,2.6,3.8,4.1,4,3.8,4.7,3.5,3.1,2.8,3.6,3.1,3
453,Portugal2014,33.1,88.86,1.9,1.8,2.3,5.2,3.2,2.5,2.3,3.3,2.6,3.1,1.9,3
454,Qatar2014,48.9,68.97,2.8,5,4.9,2.9,5.1,3.4,6.2,2.3,5.9,4.6,2.1,3.7
455,Romania2014,56.9,80.61,3.8,5.2,6.6,5.7,5,4.4,6.1,4.6,4.2,4,3,4.3
456,Russia2014,76.5,82.57,8.6,8.1,8.5,3.6,6.7,4.8,7.6,5,8.7,5.4,5.2,4.3
457,Rwanda2014,90.5,50.88,5.9,8.2,8.5,6.7,7.9,7.2,6.5,7.5,7.8,8,8.2,8.1
458,Samoa2014,69.3,69.63,5.5,5.1,4.8,6.2,5.7,8.9,6,5.1,4.8,6.5,2.4,8.3
459,Sao Tome and Principe2014,75.8,48.32,5.8,6.3,4.8,8.1,6.6,8.2,6.6,6.2,4.1,6.9,4.6,7.6
460,Saudi Arabia2014,73.1,70.12,6.9,8,7.7,3.9,6.1,3.4,8.1,4,8.8,6,4.9,5.3
461,Senegal2014,82.8,64.41,6.5,6.6,6.6,7,7,7.1,6,7.9,6.5,8.1,7.3,6.2
462,Serbia2014,72,75.63,6.2,8,8,6.4,5.6,5,5.8,4.4,5.2,4.2,6.5,6.7
463,Seychelles2014,63.7,66.78,6.4,5.7,4.8,4.9,6.3,5.2,6,3.5,4.9,5.4,3.4,7.2
464,Sierra Leone2014,89.9,45.2,5.1,7.7,5.9,8.3,8.5,8.3,7.2,9.1,5.9,8.7,7.8,7.4
465,Singapore2014,35.9,87.67,2,4,2.8,2.8,4,3.6,3.5,2.1,4.9,2.8,1.4,2
466,Slovenia2014,32.6,86.53,2.4,1.6,3.6,3.9,4.2,2.9,2.9,2.3,2.3,2.4,1.6,2.5
467,Solomon Islands2014,86.4,46.53,6.7,8,6.8,7.5,8.6,6,7,7.9,6,8.2,5.2,8.5
468,Somalia2014,112.6,27.54,9.4,10,9.3,9.1,8.7,8.9,9.1,9.6,9.8,9.5,10,9.2
469,South Africa2014,66.6,69.54,4.9,5.6,5.8,5.8,7.7,4.6,5,6.1,4.3,7.4,6.2,3.2
470,South Korea2014,36.4,71.25,2.4,3.6,3.1,2.3,3.2,3.6,2.8,2.1,2.9,2.9,1.8,5.7
471,Spain2014,43.1,88.63,3.6,6.1,6.1,5.3,3.8,2.7,3.4,3,2.2,3,2,1.9
472,Sri Lanka2014,92.6,66.09,8.2,9.4,9.3,6.2,7.5,7.6,8.3,5.3,9.1,6.5,8.5,6.7
473,Sudan2014,110.1,42.03,9.6,10,9.9,8.1,8.2,8.7,9.3,9.1,9.3,8.6,9.7,9.6
474,Suriname2014,70.6,70.13,5.7,5.8,6.1,7.1,6.9,7.4,5.8,5.5,5.2,5.6,3.3,6.2
475,Swaziland2014,85.8,60.7,5.7,7,3.6,8.9,7.8,6.6,8.8,7.7,8,8.7,5.2,7.8
476,Sweden2014,21.4,89.46,2.4,1.8,1,2,1.8,1.8,0.8,1.8,1.3,2.8,2.6,1.3
477,Switzerland2014,23.3,86.72,1.7,1,3.5,2.2,2.4,2.4,0.9,1.7,1.7,2.4,1.8,1.6
478,Syria2014,101.6,63.32,10,9.6,10,6.7,6.9,6.9,9.8,7.2,9.9,6,10,8.6
479,Tajikistan2014,84.6,72.59,7.1,8.4,7,7.7,5.9,6.1,9,6.2,7.9,7.5,5.1,6.7
480,Tanzania2014,80.8,57.45,5.2,5.7,5.9,6.7,6.7,6.7,6,8.7,6.3,8.6,6.7,7.6
481,Thailand2014,77,69.41,7.9,9.5,8,3.6,6.1,3.8,7.1,4.9,7.4,7.6,6.5,4.6
482,Timor-Leste2014,91,56.02,8,8.3,6.8,8.2,6.4,6.7,7.7,8.5,5.7,8.8,7.1,8.8
483,Togo2014,87.8,45.56,7.1,7.6,4.8,7.1,7.8,7.1,8.4,8.3,7.5,7.9,7.4,6.8
484,Trinidad and Tobago2014,61.3,76.36,5.4,5.6,4.4,4.6,5.8,7.8,5.3,5.1,4.9,5.2,3.3,3.9
485,Tunisia2014,77.5,77.39,7.3,8.1,7.8,6.3,5.7,5.3,8,5.2,8.1,4.7,4.4,6.6
486,Turkey2014,74.1,65.71,7.4,7.3,9,5.3,6.5,3.7,6,5.2,5.9,5.4,7.1,5.3
487,Turkmenistan2014,78.2,71.35,6.8,7.8,6.9,5.3,6.7,5.1,9.6,6.4,8.5,6,4.2,4.9
488,Uganda2014,96,57.5,7.9,8.9,8.3,7.3,7.6,6.9,7.8,8.3,7.6,8.7,8.7,8
489,Ukraine2014,67.2,78.46,4.7,8,6.4,5.5,5,5.4,8,3.9,6.1,4.5,3.4,6.3
490,United Arab Emirates2014,47.6,70.67,3.1,3.6,4,3.4,4.5,2.7,6.7,3.2,6.5,4.2,2.5,3.2
491,United Kingdom2014,34.3,88.97,2.8,3.5,5.3,4,3.4,2.1,1.7,2.4,2.1,2.8,2.7,1.5
492,Uruguay2014,37.9,74.24,3.4,2.7,2.7,3.5,4.5,4.4,1.6,3.7,2.2,3.8,2.2,3.2
493,Uzbekistan2014,86.3,64.77,7.6,8.8,7.4,7.1,7.3,6.6,9.3,5.4,9.3,6.4,5.7,5.4
494,Venezuela2014,76.7,77.57,6.2,7.7,6.8,5.5,6.9,5.5,7.7,7.5,7.8,5.4,5.1,4.6
495,Yemen2014,105.4,47.52,9.5,9.4,9.3,9.1,7.8,7.3,8.9,8.5,9,9.1,9,8.5
496,Zambia2014,86.2,65.41,4.7,5.7,6,8,8.3,7.7,7.7,7.9,6.8,9.3,7.2,6.9
497,Afghanistan2013,106.7,37.98,9.9,9.4,9.2,8.2,7.8,7.2,9.4,8.8,8.4,9.3,9.2,10
498,Albania2013,65.2,69.85,5.5,6.3,4.8,5.3,4.8,6.6,7,4.8,6,4.7,3.1,6.3
499,Algeria2013,78.7,71.26,7.4,7.3,7.8,5.8,6.2,5.1,7.4,5.9,7.7,5.8,7,5.2
500,Angola2013,87.1,48.8,6.1,7.3,6.8,5.1,9.4,5.9,8.6,8.4,7.3,8.9,7.2,6.1
501,Antigua and Barbuda2013,58,66.02,4.9,3.7,4.1,4.5,5.6,7.6,5.8,4,4.4,4.6,3,5.8
502,Argentina2013,46.1,79.52,3,2.7,5,4,6,3,4.4,3.9,4.1,4.1,2,3.8
503,Armenia2013,71.3,77.93,5.3,7,5.7,5.9,5.6,6,6.6,4.4,6.8,4.9,7,6.2
504,Australia2013,25.4,87.55,1.7,1.6,3.6,2.1,3.3,1.1,1,1.8,2.2,3.3,2.7,1
505,Austria2013,26.9,84.7,1.1,2.7,4.3,1.9,4,1.6,1.5,1.5,2,2.3,2.4,1.6
506,Azerbaijan2013,78.2,81.83,6.9,7.8,6.9,4.7,6.1,4.7,8.2,5.1,7.6,5.3,7.9,6.9
507,Bahrain2013,62.9,68.52,6.1,7.1,7.3,3.2,5.7,3.3,7.6,2.4,7.5,4.6,2.5,5.6
508,Bangladesh2013,92.5,42.03,7.7,8.9,8.6,7.3,7.8,7.5,8.3,8,7.3,8.1,7.3,5.8
509,Barbados2013,50.8,54.48,4.2,4.2,4.4,5.8,5.7,6.2,3.6,2.7,2.5,3.8,2.7,5
510,Belarus2013,76.7,79.77,6.3,8.3,6.8,6.2,5.7,3.9,9,5.2,8.3,5.7,3.6,7.6
511,Belgium2013,30.9,78.5,2,3.9,4.1,3.5,3.8,1.8,2.1,2.2,1.5,2.5,1.6,2
512,Belize2013,67.2,74.8,5.5,4.3,4.4,5.5,6.6,7.1,6,6,4.1,6.5,4.9,6.3
513,Benin2013,77.9,40.7,5.8,6.1,3.6,7.1,7.2,6.2,6,8.6,5.1,8.3,6.5,7.3
514,Bhutan2013,81.8,63.1,5.6,7.5,7.3,6.3,7.5,6.8,6,6.9,7.3,6.4,6.9,7.3
515,Bolivia2013,80.8,70.4,6.7,8,7.1,6.2,8.9,6.4,7.2,6.8,6.3,6.9,4,6.3
516,Bosnia and Herzegovina2013,76.5,59.79,6.4,8.7,7.7,5.2,6.2,5.6,6.7,4.4,6.4,4.4,6.8,8
517,Botswana2013,64,69.54,3.5,3.3,4.8,6.1,7.5,5,4.4,6,4.4,8.3,5.8,4.8
518,Brazil2013,62.1,79.28,5.9,4.9,5.9,3.3,8.3,3.9,5.3,5.4,5.3,7,3.6,3.3
519,Brunei Darussalam2013,63.2,65.56,5.6,7.4,6.2,2.8,7.8,4.6,7.4,2.6,6.9,4.5,3.3,4.1
520,Bulgaria2013,55,80.34,4.7,5.3,4.6,5,5.1,4.9,4.8,4.4,3.7,4.4,3.1,5
521,Burkina Faso2013,90.2,42.08,7.2,7.3,5.3,7.7,8.4,6.3,7.7,8.7,6.8,9.4,7.4,8
522,Burundi2013,97.6,40.7,7.7,7.9,8.1,9.1,7.6,6.2,8.4,8.3,7.9,8.9,8.8,8.7
523,Cambodia2013,88,49.59,6.2,8,7,6.4,7.3,7.4,8.3,8.1,7.8,7.2,6.2,8
524,Cameroon2013,93.5,54.49,8,9.2,7.8,6.1,7.8,7.2,8.5,8.4,8.1,8.3,7.3,6.8
525,Canada2013,26,84.56,1.8,2.5,3.1,1.8,3.5,2.1,1.5,2,2,2.6,2.1,1
526,Cape Verde2013,73.7,50.65,5.7,5.5,4.2,6.1,6.9,8.3,6.3,6.5,5.1,6.7,4.1,8.2
527,Central African Republic2013,105.3,44.43,9.7,9.1,8.5,7.7,9.2,6.1,9,9.5,8.6,8.6,9.8,9.4
528,Chad2013,109,35.89,9.4,9.5,8.8,8,8.9,8,9.7,9.9,9.8,9.5,9.7,7.9
529,Chile2013,42.3,78.33,2.9,1.4,3.5,4.1,5.5,2.8,3.8,4.3,3.5,4.9,2.4,3.2
530,China2013,80.9,65.21,6.5,7.2,8.3,3.6,8,5,8.1,6.8,9.4,8.1,6.1,3.8
531,Colombia2013,83.8,77.14,6.8,7.7,7.5,3.8,8.1,7.3,7.3,6.1,7.3,6.5,8.3,7.1
532,Comoros2013,84,46.11,7.5,7.5,5.3,8.2,6.4,7.2,7.4,7.9,6.6,7.4,4.5,8.1
533,Costa Rica2013,48.7,80.4,2.5,3.8,4.1,4.3,6.1,3.5,3.5,4.6,2.4,4.9,4.1,4.9
534,Cote d'Ivoire2013,103.5,58.37,9.1,9.4,9,7.7,7.8,7.3,9.3,8.5,8.6,7.8,9.3,9.7
535,Croatia2013,54.1,81.72,4.8,4.4,5.3,5.1,4.4,4.4,3.9,2.9,4.7,3.7,5.5,5
536,Cuba2013,72.8,77.55,6.3,6.9,4.8,5.2,5.9,6.3,6.5,4.7,7.5,6.6,5.3,6.7
537,Cyprus2013,67,79.04,5,7.9,7.3,5.8,7,4.8,5.5,3,3.3,4,4.4,9
538,Czech Republic2013,39.9,83.8,2.1,4.2,3.8,4.5,3.8,3.4,4.1,3.7,2.4,2.5,2.2,3.2
539,Denmark2013,21.9,87.57,1.5,1.4,3.4,1.9,1.6,1.9,1,1.4,1.7,2.5,1.6,2
540,Djibouti2013,85.5,38.85,6.6,7.5,6.2,6.9,7.3,5.2,7.8,7.4,7,8.3,7.2,8.1
541,Dominican Republic2013,73.2,75.65,5.2,6.5,6.1,5.5,6.9,7.9,5.4,6.2,5.7,6.4,5.5,5.9
542,Ecuador2013,78.6,68.39,6.7,8.2,7.2,5.6,7.4,6.8,7.2,6.9,4.9,5.8,5.7,6.2
543,Egypt2013,90.6,65.69,7.3,8.7,8.5,8.2,7.1,5.4,8.9,5.6,9.6,7.2,6.5,7.7
544,El Salvador2013,73.2,70.15,6.4,4.3,5.7,6.5,7,6.9,5.9,6.5,6.1,7.4,5.5,5.1
545,Equatorial Guinea2013,86.1,69.38,7.5,8.2,6.6,4.5,9.1,6.6,9.6,7.6,9.4,8.3,3.3,5.5
546,Eritrea2013,95,33.26,7.5,8.1,6.1,8.3,6.9,7.3,8.7,8.4,9.1,8.7,7.4,8.6
547,Estonia2013,45.3,87.9,2.9,5.5,5.9,3.5,4.3,3.9,3.8,3,2.4,3.5,3.3,3.3
548,Ethiopia2013,98.9,42.08,8.4,8.7,8.6,7.7,7.6,6.7,7.3,8.7,8.7,9.7,8.7,8.1
549,Fiji2013,80.8,73.85,7,7.9,7.3,7.3,7.4,7,8.8,4.9,7.3,5.2,3.8,6.9
550,Finland2013,18,90.59,1,1.1,1.4,3.2,1,2.3,1,1.5,1.1,1.9,1.6,1
551,France2013,32.6,86.7,2.3,1.9,5.9,4,4.3,1.9,2.2,1.5,2.4,2.7,2.2,1.4
552,Gabon2013,72.9,66.93,5.4,7.1,3.3,5.2,7.3,5.5,7.6,7,6.8,6.8,5.6,5.4
553,Georgia2013,84.2,61.43,7.9,9.4,8,6.4,6.3,5.2,8.6,5.4,6.4,5.2,7.5,7.9
554,Germany2013,29.7,83.1,2.2,2,4.3,2.6,3.9,2.2,1.4,1.8,1.9,2.4,3.6,1.4
555,Ghana2013,69.1,56.62,3.8,5,4.9,6.1,6.5,7.3,5.1,7.6,4.7,6.7,5.5,6
556,Greece2013,50.6,83.34,3.9,3,4.8,6.4,4.3,4.4,5.4,3.9,3,4.3,2,5.1
557,Grenada2013,64.6,60.84,5.3,5.6,3.9,5.8,5.9,8.5,6.2,3.6,3.7,5.2,3.2,7.7
558,Guatemala2013,80.7,68.8,7,6,7.3,6.1,8.1,7.1,6.9,6.9,6.6,7.3,6,5.4
559,Guinea2013,101.3,52.8,9.1,8.9,7.6,9.2,8.2,7.7,9.8,8.9,8.4,8.4,8.2,7
560,Guyana2013,70.8,70.24,5.8,5.1,5.9,6.6,6.8,8.5,6.2,6,4.4,5.8,3.8,5.9
561,Haiti2013,105.8,41.08,7.9,9,7,9.7,9.1,9.1,8.8,9.6,7.6,9.6,8.6,9.9
562,Honduras2013,78.3,68.05,6.8,6.3,5.8,6.9,8.1,6.6,6.9,6.8,6.3,7,3.9,6.9
563,Hungary2013,47.6,80.52,2.3,4.8,4.1,6,4.9,3.9,5.9,3.1,3.4,2.5,2.9,3.8
564,Iceland2013,24.7,90.06,1,1.8,1,3.7,1.7,2.8,1.4,1.6,1.3,1.6,1.6,5.2
565,India2013,77.5,53.74,7.8,6.8,8.2,5.4,8.1,5.4,5.2,6.7,5.9,7.5,5.2,5.2
566,Indonesia2013,78.2,64.45,6.8,7,7.3,5.5,6.9,6.3,6.4,6.1,6.5,7.5,6,5.9
567,Iran2013,89.7,63.85,8.6,9.4,8.8,6.5,6.7,6.1,8.9,5,9.4,5.5,7.3,7.5
568,Iraq2013,103.9,60.26,10,9.6,10,7.3,8.4,8.3,8.6,7.6,8.6,8.3,8.8,8.5
569,Ireland2013,24.8,87.83,1.8,1.3,1.6,3.9,2.5,2.8,1.9,1.9,1.3,2.2,1.4,2.2
570,Italy2013,44.6,83.46,5,4.8,4.7,4.8,3.6,2.6,4.7,2.4,2.9,3.8,3.3,2
571,Jamaica2013,65.6,77.01,6.3,3.7,4,6.6,5.9,7.2,6.1,5.7,5,5.6,3.4,6.3
572,Japan2013,36.1,80.6,1.7,2.6,3.8,3.7,1.8,2,2.2,2.5,3,5.4,3.7,3.7
573,Jordan2013,75.7,69.57,5.8,6.8,7.1,6.5,6.5,4.2,6.5,4.3,7.4,6.7,7.8,6.2
574,Kazakhstan2013,69.8,71.69,6.4,7.7,6.2,6.2,5.3,3.6,7.8,5.1,7.1,5.3,3.8,5.3
575,Kenya2013,99.6,60.64,8.1,9,9,7.6,8.3,7.8,8.3,8.1,7.1,9.1,8.7,8.5
576,Kuwait2013,59.6,62.85,4.4,7.9,4.6,3.4,5.3,3.7,7.6,2.6,6.8,5.1,3.8,4.4
577,Kyrgyz Republic2013,85.7,72.24,7.4,8,8.4,7.6,7,6.4,8.4,5.9,7.6,6.2,5.6,7.3
578,Laos2013,83.7,48.35,6.6,8.3,6.1,5.7,6.1,6.8,8.6,7.3,8.3,7.5,5.8,6.6
579,Latvia2013,47.9,85.1,3.3,4.3,5.4,4,4.9,4.2,4.5,3.4,3.2,3.6,3.3,3.8
580,Lebanon2013,86.3,67.78,8.5,9.2,8.5,5.3,6.2,6,7.2,5.6,6.8,6.3,8.5,8.2
581,Lesotho2013,79.4,43.23,5.2,7,4.7,8.5,6.7,6.8,6,8.2,5.4,8.8,4.9,7.2
582,Liberia2013,95.1,42,7.1,8.3,6.5,8.3,8,7,6.6,9.1,6.4,8.8,9.2,9.8
583,Libya2013,84.5,61.35,8.9,8,7.4,5,6.7,4.2,8.4,7.3,9,5.5,5.4,8.8
584,Lithuania2013,43,82.9,2.5,3,3.7,4.5,5.2,4.1,3.8,3.4,2.9,3.8,2.9,3.2
585,Luxembourg2013,23.3,86.12,2.3,3.4,2.8,1.5,1.5,2.1,1.9,1.3,1,1.7,1.8,2
586,Macedonia2013,68,73.52,6,7,7.8,5.9,6.2,6.1,6.1,3.9,4.3,3.9,5.2,5.6
587,Madagascar2013,82.7,35.13,7,7.5,4.9,8.2,7.9,5.5,7.2,8.6,5.9,8.1,4.3,7.7
588,Malawi2013,89.2,45.98,5,7.6,5.7,8.4,8,8.1,7.5,8.2,6.8,8.9,6.5,8.4
589,Malaysia2013,66.1,77.48,6,6.8,6.1,4.1,5.9,4.8,6.2,4.5,7.1,5.6,4.6,4.4
590,Maldives2013,75.4,57.08,5.8,8,4.9,6.5,4.4,6.2,8.3,6.7,7.6,5.4,5.3,6.4
591,Mali2013,89.3,38.92,8.1,5,7.6,8.1,6.8,7.8,6,8.5,6.5,9.3,7.6,8
592,Malta2013,42.4,87.52,3.7,2,4,3.6,3.5,4.1,4.1,2.3,3.3,2.8,5.2,3.8
593,Mauritania2013,91.7,43.74,7.8,8.2,7.2,8,6.5,5.7,7.7,8.4,7.4,8.5,8.3,7.9
594,Mauritius2013,44.5,71.17,3.3,3.2,3.5,4.1,4.8,3.6,4.1,3.8,3.5,3.8,2.2,4.6
595,Mexico2013,73.1,73.28,7.9,5.2,6.1,5.2,7.2,5.9,6.1,6.6,6.3,6.5,4,6.1
596,Moldova2013,76.5,74.22,7.2,7.7,6,6.4,5.9,6.9,6.9,5.7,6,5.9,5,6.9
597,Mongolia2013,57.8,65.36,4.4,5.5,3.7,4.7,6.3,2.5,5.3,5.7,5.4,5.5,2.2,6.5
598,Montenegro2013,54.4,75.57,4.6,6.2,6.5,4.6,3.5,3,4.2,3.6,4.4,3.9,4.5,5.3
599,Morocco2013,74.3,71.01,6.3,6.6,6.5,5.3,6.9,7,6.7,5.9,6.6,5.8,5.9,4.9
600,Mozambique2013,82.8,39.03,6.5,5.6,4.9,8,8,7.2,7,8.5,6.4,9.2,4.6,6.8
601,Myanmar2013,94.6,48.28,7.8,8.6,9,7.3,8.4,5.4,9,8.1,8.3,7.6,8.5,6.6
602,Namibia2013,70.4,69.09,4.9,3.5,5.3,6.7,8.7,6.5,4.1,6.7,4.9,6.9,5.6,6.5
603,Nepal2013,91.8,48.97,7.6,8.2,9,7.3,8.1,5.9,8.1,7.3,7.9,7.6,7.7,7.1
604,Netherlands2013,26.9,80.41,1.8,2.6,4.1,3.5,2.3,2.2,1,1.5,1,3,2.4,1.5
605,New Zealand2013,22.7,89.85,1.1,1.1,3.5,3.6,3.4,2.4,0.5,1.8,1.2,2.1,1.1,1
606,Nicaragua2013,79.2,63.33,5.6,6.8,5.9,6.8,7.9,7.8,7.5,6.8,5.4,6.6,4.8,7.3
607,Niger2013,99,35.2,8.3,8.9,7.8,8.4,7.9,6.3,8.1,9.5,7.6,9.8,7.9,8.5
608,Nigeria2013,100.7,55.07,9.5,9.4,9.8,7.5,9.2,7.3,8.8,9.3,8.6,8.5,6.6,6.3
609,Norway2013,21.5,87.46,2.7,1.1,3.6,1.9,1.5,1.6,0.5,1.4,1.9,2,1.9,1.3
610,Oman2013,52,59.22,5.3,6.6,2.7,4.5,3.6,1.8,6.1,4.4,7.5,5,2,2.4
611,Pakistan2013,102.9,51.02,9.8,9.2,9.7,7.5,7.9,6.9,8.4,7.3,8.7,8.9,9.1,9.6
612,Panama2013,55.8,77.9,5.1,2.5,5,3.8,7.9,4.5,4.7,5,4.4,5.9,3.7,3.3
613,Papua New Guinea2013,84.9,45.73,6.6,7.1,6.6,6.9,9.1,7.5,7.1,8.9,6.2,7.6,5,6.3
614,Paraguay2013,71.8,68.92,6.1,7.9,6.5,5.1,8.6,4.9,7.9,6.1,6.1,6.1,2.4,4.2
615,Peru2013,72.3,71.81,7,6.7,7,4.1,7.8,6.1,7.1,6.4,5,5.9,4.7,4.5
616,Philippines2013,82.8,72.16,8.7,8,7.9,5.6,6.5,6.2,7.6,6.4,6.7,7.1,6.5,5.5
617,Poland2013,40.9,77.96,2.5,3.6,3.8,3.5,3.9,5,3.4,2.8,2.9,3.5,2.8,3.3
618,Portugal2013,32.6,88.46,1.6,1.3,2.3,5.4,3.4,2.6,2.1,3.5,2.7,2.8,1.6,3.3
619,Qatar2013,47.1,69.02,2.5,5,4.9,2.9,4.8,3.1,5.9,2,5.6,4.3,2.1,4
620,Romania2013,57.4,79.24,4.1,5.2,6.3,5.7,5.3,4.7,6.4,4.3,3.9,4.3,2.7,4.6
621,Russia2013,77.1,81.73,8.5,8,8.2,3.5,7,5.1,8.1,5.1,8.6,5.7,5.3,4
622,Rwanda2013,89.3,49.71,5.5,8.2,8.2,6.7,7.7,6.9,6.5,7.6,7.7,8.4,7.9,8
623,Samoa2013,68.7,68.18,5.5,5.1,4.8,5.9,6,8.8,6,4.8,4.5,6.8,2.5,8
624,Sao Tome and Principe2013,74.6,45.63,5.8,6.3,4.8,7.9,6.3,7.9,6.6,6.4,4.3,6.6,4.3,7.3
625,Saudi Arabia2013,72.7,69.25,7.2,8,7.4,3.6,6.4,3.1,7.8,4,8.9,5.5,5.2,5.6
626,Senegal2013,81.4,63.72,6.2,6.6,6.3,7.2,6.8,6.8,5.9,7.8,6.2,8.3,7,6.3
627,Serbia2013,74.4,73.38,6.5,8,8,6.5,5.9,4.7,6.3,4.7,5.5,4.7,6.6,7
628,Seychelles2013,64,67.22,6.4,5.7,4.8,5.2,6.6,4.9,6.3,3.5,5.2,5.2,3.3,6.9
629,Sierra Leone2013,91.2,42.92,5.4,7.9,5.9,8.6,8.5,8,7.3,9,6.1,9,8.1,7.4
630,Singapore2013,34,89.69,1.5,4,2.7,3,3.7,3.3,3.2,1.9,4.9,2.5,1.1,2.2
631,Slovenia2013,32.3,84.59,2.5,1.6,3.3,3.6,4.5,3.2,2.8,2.1,2.5,2.5,1.4,2.3
632,Solomon Islands2013,85.2,44.12,6.7,8,6.8,7.8,8.3,5.7,7.3,8,5.9,7.7,4.9,8.2
633,Somalia2013,113.9,25.65,9.7,10,9.3,9.4,8.4,8.9,9.5,9.8,10,9.5,10,9.4
634,South Africa2013,67.6,67.82,5.1,5.6,5.7,5.9,8,4.3,5.3,6.3,4.2,7.8,6.5,2.9
635,South Korea2013,35.4,70.71,2.1,3.6,3.1,2,2.9,3.9,2.9,1.9,2.6,3,2,5.4
636,Spain2013,44.4,87.4,4.1,6,5.8,5.5,4.1,3,3.3,3.3,2.2,2.8,2.3,2
637,Sri Lanka2013,92.9,64.8,8.5,9.3,9.5,5.9,7.8,7.3,8.2,5.5,9,6.8,8.4,6.8
638,Sudan2013,111,41.1,9.8,10,10,7.8,8.5,8.4,9.6,8.8,9.3,8.8,10,10
639,Suriname2013,71.2,69.84,5.8,5.8,6.1,7.1,7,7.6,6.1,5.3,5.4,5.7,3,6.3
640,Swaziland2013,85.6,59.51,6,7,3.6,8.9,7.5,6.3,8.7,7.8,8.3,9,4.9,7.5
641,Sweden2013,19.7,88.86,2.2,1.8,1,1.7,1.7,1.7,0.5,1.9,1.3,2.5,2.4,1
642,Switzerland2013,21.5,87.39,1.4,1,3.5,2.3,2.3,2.1,0.8,1.4,1.7,2.1,1.5,1.4
643,Syria2013,97.4,62.34,9.8,9.2,9.3,6.4,7.2,6.2,9.6,7,9.5,5.6,9.5,8.1
644,Tajikistan2013,85.2,71.7,7.4,8.3,6.7,8,6.2,5.9,9.1,6.3,8.2,7.4,5.3,6.4
645,Tanzania2013,81.1,55.33,5.5,5.7,6,6.8,6.4,6.4,6.2,8.8,6.2,8.6,6.8,7.7
646,Thailand2013,75.1,69.42,7.8,8.8,8.1,3.5,6.4,3.5,6.2,4.6,7.3,7.9,6.4,4.6
647,Timor-Leste2013,91.5,53.62,8.3,8.3,6.8,7.9,6.7,6.4,8,8.5,6,8.7,7.4,8.5
648,Togo2013,87.8,43.26,7.4,7.5,4.8,7.4,7.6,6.8,8.3,8.3,7.8,8.2,7.1,6.5
649,Trinidad and Tobago2013,62.6,75.84,5.7,5.6,4.4,4.6,6.1,7.8,5.6,5.2,5.2,5.3,3,4.2
650,Tunisia2013,76.5,75.72,7.2,7.8,7.8,6,6,5,7.9,5,8.4,4.9,4.2,6.3
651,Turkey2013,75.9,64.49,7.9,7.3,9,5.3,6.8,3.9,5.9,5.5,5.5,5.7,7.4,5.6
652,Turkmenistan2013,76.7,71.02,7.1,7.7,6.7,5.4,6.5,4.9,9.3,6.1,8.7,5.9,3.9,4.6
653,Uganda2013,96.6,55.77,8.2,8.6,8,7.4,7.8,6.7,8.1,8.3,7.9,9.1,8.4,8.2
654,Ukraine2013,65.9,76.74,4.4,8,5.9,5.4,5.3,5.7,7.8,3.6,5.7,4.7,3.2,6.2
655,United Arab Emirates2013,47.3,69.75,2.9,3.6,4.3,3.5,4.8,2.4,6.5,2.9,6.4,3.9,2.5,3.5
656,United Kingdom2013,33.2,88.54,2.7,3.5,5,4.1,3.6,2.1,1.6,2.3,1.8,2.5,2.7,1.3
657,Uruguay2013,38.4,74.12,3.7,2.7,2.8,3.6,4.4,4.7,1.7,3.4,2.3,3.8,1.9,3.5
658,Uzbekistan2013,86.9,64.19,7.9,8.7,7.5,7.2,7.6,6.3,9,5.4,9.2,6.7,6,5.4
659,Venezuela2013,75.3,77.29,6.5,7.3,6.4,5.4,6.9,5.8,7.6,6.5,7.7,5.4,4.8,4.9
660,Yemen2013,107,47.46,9.8,9.5,9,9.2,8.1,7.4,9.3,8.7,8.7,9.3,9.2,8.7
661,Zambia2013,86.6,63.38,5,5.7,6,8.3,8,7.4,8,7.6,6.7,9.3,7.4,7.2
662,Zimbabwe2013,105.2,58.52,8.4,9.7,8.4,8.6,8.6,8.6,9.2,9.1,8.9,9.2,8.7,7.8
663,Afghanistan2012,106,37.95,9.7,9.4,9.4,7.7,8.1,7.4,9.5,8.5,8.5,8.9,9,10
664,Albania2012,66.1,70.01,5.4,6.6,5.1,5.6,5.1,6.8,7.3,4.9,5.5,5,2.8,6
