,EPI,FSI,country,fragile
1551,67.88,81.4,Guatemala2007,0.4947207304869121
1552,49.12,101.3,Guinea2007,0.9490732553116679
1553,68.2,73.3,Guyana2007,0.3137474632404486
1554,40.16,100.9,Haiti2007,0.9135754272107894
1555,67.2,74.8,Honduras2007,0.322520146820441
1556,79.61,51.2,Hungary2007,0.1333052823043482
1557,89.16,21.1,Iceland2007,0.035936334361716525
1558,53.86,70.8,India2007,0.7452773531590977
1559,62.58,84.4,Indonesia2007,0.5846440982723354
1560,64.67,82.8,Iran2007,0.5516524660085659
1561,62.97,111.4,Iraq2007,2.3304849252994404
1562,86.85,19.5,Ireland2007,0.03403253111318036
1563,81.76,37.1,Italy2007,0.0772618829883346
1564,76.16,65.1,Jamaica2007,0.1947701909850678
1565,80.43,28.5,Japan2007,0.04761570198092245
1566,70.18,76.6,Jordan2007,0.37794197434761023
1567,71.36,72.3,Kazakhstan2007,0.2905807611441231
1568,59.43,91.3,Kenya2007,0.8920862479928142
1569,58.39,62.1,Kuwait2007,0.2565357841400844
1570,70.96,88.2,Kyrgyz Republic2007,0.6788765443880638
1571,47.09,87.2,Laos2007,0.9184436819443337
1572,83.81,56.7,Latvia2007,0.15376527348915872
1573,65.44,92.4,Lebanon2007,0.7918668734636217
1574,42.95,81.2,Lesotho2007,0.8642258277721525
1575,41.04,92.9,Liberia2007,0.9138629248584633
1576,61.47,69.3,Libya2007,0.2879475052477829
1577,81.44,49.0,Lithuania2007,0.10264246032264428
1578,86.18,28.1,Luxembourg2007,0.05244995134859624
1579,72.91,74.1,Macedonia2007,0.3415095175058522
1580,34.61,76.5,Madagascar2007,0.8031156429336407
1581,43.07,92.2,Malawi2007,0.8902500726233697
1582,77.21,65.9,Malaysia2007,0.2198146290717173
1583,54.19,81.1,Maldives2007,0.8821095668026181
1584,38.32,75.5,Mali2007,0.7335412500212111
1585,86.51,48.5,Malta2007,0.12554636949152173
1586,43.58,86.7,Mauritania2007,0.9364594423636602
1587,73.85,42.7,Mauritius2007,0.07893688481797133
1588,70.5,72.6,Mexico2007,0.2875141717234916
1589,73.63,85.7,Moldova2007,0.6074760492704282
1590,62.48,58.4,Mongolia2007,0.12726410248116213
1591,75.16,55.6,Montenegro2007,0.1629874714874842
1592,70.34,76.0,Morocco2007,0.4163743329948614
1593,38.86,76.9,Mozambique2007,0.7152343450931323
1594,48.35,97.0,Myanmar2007,1.098680330308716
1595,67.63,71.3,Namibia2007,0.2762567433417692
1596,47.79,93.6,Nepal2007,0.995530877395623
1597,80.02,28.6,Netherlands2007,0.057489547355864354
1598,85.76,20.5,New Zealand2007,0.03731411535479385
1599,62.6,80.0,Nicaragua2007,0.4652986629065857
1600,34.91,91.2,Niger2007,0.9209542142643774
1601,53.1,95.6,Nigeria2007,0.9392510986277044
1602,86.38,17.1,Norway2007,0.030126291267503786
1603,58.67,45.5,Oman2007,0.1288912693014489
1604,50.21,100.1,Pakistan2007,1.0307440426107537
1605,77.49,59.4,Panama2007,0.1466410925689625
1606,42.66,85.1,Papua New Guinea2007,0.7995045856815342
1607,67.58,72.9,Paraguay2007,0.3227659321105729
1608,71.23,76.4,Peru2007,0.37266507796344
1609,71.86,83.2,Philippines2007,0.5090118252103275
1610,78.58,47.6,Poland2007,0.09865220001892365
1611,84.8,32.4,Portugal2007,0.038845322722238056
1612,70.67,53.6,Qatar2007,0.15650598747194622
1613,74.5,60.9,Romania2007,0.17236414835248473
1614,81.57,81.2,Russia2007,0.5160799260132604
1615,49.19,89.2,Rwanda2007,0.9585158189964637
1616,67.99,73.8,Samoa2007,0.2944874973835797
1617,39.84,78.6,Sao Tome and Principe2007,0.7676823757473432
1618,70.66,76.5,Saudi Arabia2007,0.458694543436876
1619,62.89,66.9,Senegal2007,0.2174527056449512
1620,67.3,71.3,Seychelles2007,0.30534886461312766
1621,40.23,93.4,Sierra Leone2007,0.8788966443835894
1622,90.94,33.0,Singapore2007,0.06985779790250816
1623,83.26,37.5,Slovenia2007,0.06825086086846312
1624,42.03,92.0,Solomon Islands2007,0.9363444471549626
1625,27.42,111.1,Somalia2007,0.9791614889503546
1626,68.29,57.4,South Africa2007,0.15281120056559705
1627,70.7,39.7,South Korea2007,0.08267069378649666
1628,85.94,39.2,Spain2007,0.08916485563702081
1629,64.78,93.1,Sri Lanka2007,0.7930287542507719
1630,40.22,113.7,Sudan2007,1.0011887199414014
1631,67.13,73.9,Suriname2007,0.31467405461167614
1632,58.88,81.3,Swaziland2007,0.5524109039625491
1633,88.79,19.3,Sweden2007,0.034588480045342256
1634,84.31,20.2,Switzerland2007,0.03672525579291149
1635,66.39,88.6,Syria2007,0.6808433129168763
1636,73.26,88.7,Tajikistan2007,0.7310221270096919
1637,53.46,79.3,Tanzania2007,0.8518259246996798
1638,69.78,76.0,Thailand2007,0.39159912555296766
1639,44.83,94.9,Timor-Leste2007,0.9686571973224551
1640,40.96,86.6,Togo2007,0.8777555180960968
1641,77.25,67.6,Trinidad and Tobago2007,0.2432389602708422
1642,72.86,65.6,Tunisia2007,0.2585105963041327
1643,60.35,74.9,Turkey2007,0.34012272917234365
1644,70.74,87.5,Turkmenistan2007,0.650502059934582
1645,54.66,96.4,Uganda2007,1.0165133493418055
1646,75.62,71.4,Ukraine2007,0.3176043778238943
1647,71.48,51.6,United Arab Emirates2007,0.14086940304688048
1648,85.68,34.1,United Kingdom2007,0.07873479976980621
1649,73.51,40.9,Uruguay2007,0.06317859247008106
1650,66.38,93.5,Uzbekistan2007,0.8356102234404843
1651,72.66,79.8,Venezuela2007,0.44919658420021374
1652,47.06,93.2,Yemen2007,0.9099064888983089
1653,62.12,80.6,Zambia2007,0.5776309820416352
1654,58.83,110.1,Zimbabwe2007,3.2470746800635624
