,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
1331,Armenia2008,70.7,90,4.5,6,5,5.6,6,6.7,6.5,6,5.5,5.8,7.5,5.6
1332,Australia2008,24.6,89.8,0.9,1.5,3.5,2.3,4.4,1.1,1,1.4,2.5,2.9,2,1.1
1333,Austria2008,25.9,89.88,1,2,3.5,1.9,4.9,1.1,1.3,1.4,1.5,2.8,2.2,2.3
1334,Azerbaijan2008,81,90.78,7.2,7.5,7.3,5.9,7,5.3,8.1,5.5,6.9,6,7.8,6.5
1335,Bahrain2008,56.8,91.05,3.7,6,6,3.3,5,3.7,7,3.4,4.7,5.3,3.1,5.6
1336,Bangladesh2008,100.3,90.94,8.3,9.6,9.7,7.1,9,8.4,9.1,7.8,8,9.8,7.1,6.4
1337,Barbados2008,58.5,88.98,5.3,4.8,5.5,5,7,6.9,5.9,2.6,3,4.1,3.3,5.1
1338,Belarus2008,84.4,86.76,6.5,8.5,6.7,6.7,7.2,5,9.3,6.6,8.8,7.7,4.3,7.1
1339,Belgium2008,29,86.53,1.6,3,4.7,2.5,4.6,1.1,1.8,1.4,1.5,3.2,1.6,2
1340,Belize2008,70.2,84.59,5.7,5,5.2,5.8,7.6,6.9,6.5,5.7,3.8,6.8,5.5,5.7
1341,Benin2008,72.8,86.16,5.2,3.8,4,7,7.4,6.7,6.7,8.1,5.2,6.9,5.2,6.6
1342,Bhutan2008,85.4,86.31,4.6,7.7,7,7.8,8.7,6.7,7.7,6.7,8.3,6.5,7.5,6.2
1343,Bolivia2008,84.2,86.34,6.2,8.5,7.3,6.4,8.5,7,7.4,7.6,7,7.7,4.2,6.4
1344,Bosnia and Herzegovina2008,84.3,83,7.3,8.6,8.5,5.5,7.2,6,7.9,5.4,5.3,6.1,8,8.5
1345,Botswana2008,65.9,83.26,3.9,2.8,3.4,5.3,6.9,6,5.4,6.2,4.8,9.2,6,6
1346,Brazil2008,67.6,83.26,7.1,4.9,6.1,3.7,8.8,5,6.2,6,5.6,6.3,3.3,4.6
1347,Brunei Darussalam2008,68.5,46.92,6.3,7.4,6.7,3.2,7.4,4.2,7.7,3.3,6.8,5.9,4.9,4.7
1348,Bulgaria2008,58.5,46.64,5.2,3.9,4,4.3,6,5.7,5.4,4.6,4.7,5.1,4.1,5.5
1349,Burkina Faso2008,89.9,46.53,7.6,7.7,6.4,8.1,8.9,6.6,7.6,8.9,6.6,8.6,5.6,7.3
1350,Burundi2008,94.1,44.12,6.8,7.8,6.7,8,8.8,6.5,7.1,9,7.5,9.1,8.2,8.6
1351,Cambodia2008,85.8,44.24,6.2,7.2,7.5,6.6,7.2,8,8.3,7.6,7.1,7.8,5.7,6.6
1352,Cameroon2008,91.2,44.26,7.8,8.2,7.1,6.1,8.7,7.9,8.7,7.6,7.4,7.4,7.1,7.2
1353,Canada2008,26.3,44.33,1,1.8,3,1.5,5,2.1,1.5,1.2,2,3.3,2.4,1.5
1354,Cape Verde2008,80.7,43.18,5.8,6.4,4.8,7.8,6.2,8.2,7.3,7.2,6.4,7.9,4.8,7.9
1355,Central African Republic2008,103.7,41.86,9.4,9.4,8.9,8.4,8.8,5.5,9.2,8.6,8.7,9,8.8,9
1356,Chad2008,110.9,42.03,9.8,9.8,9.7,8.3,9.1,7.8,9.7,9.4,9.5,9.1,9.2,9.5
1357,Chile2008,36.3,27.66,2,1.5,3.9,3.7,4.6,2.1,2,3.8,3.9,3.8,2,3
1358,China2008,80.3,27.48,5.2,7,7.8,4,9,6.3,8.3,6.6,8.9,8.8,5.1,3.3
1359,Colombia2008,89,27.54,8,8.3,7.4,3.8,8.4,8.4,7.9,6,7.2,6.8,9.2,7.6
1360,Comoros2008,79.6,25.65,7,6.7,5.3,7.3,6.1,6,8.1,8.5,6.9,6.7,3.6,7.4
1361,Costa Rica2008,50.9,26.05,2.2,3.3,4,4.6,6.6,4.8,4.1,3.5,3.5,5.6,4.2,4.5
1362,Cote d'Ivoire2008,104.6,26.16,9.2,8.9,9.5,8.5,8,8.4,8.9,7.8,9,8.4,8.3,9.7
1363,Croatia2008,59.4,26.47,3.9,3.9,5.7,5.3,5.5,5,4.4,4.1,4.5,5.1,6.3,5.7
1364,Cuba2008,78.6,27.09,7.7,7,5.5,6.1,7.2,6.8,7.6,4,7.8,6.5,4.7,7.7
1365,Cyprus2008,69.7,27,5,8.4,8.3,4.2,7.5,5.2,5.5,3.8,3.5,4.9,4.2,9.2
1366,Czech Republic2008,42.1,27.42,2,3.5,3.2,3.4,3.9,4.8,3.7,3.8,3.5,3.8,3.1,3.4
1367,Denmark2008,21.5,70.52,1,1,2.5,2.1,1.9,2,1,1.4,1.5,3.2,1.9,2
1368,Djibouti2008,80,70.75,6.5,6.9,5.5,7.1,6.2,5.2,7.4,7.3,6.2,7.7,6.4,7.6
1369,Dominican Republic2008,78.4,69.54,6.1,7,6.1,5.6,8.1,8.3,5.8,6.9,7,6.5,5.4,5.6
1370,Ecuador2008,80.3,67.82,6.7,7.9,6.5,5.9,7.8,7.3,7.1,6.8,6.4,6.2,6,5.7
1371,Egypt2008,88.7,68.03,6.1,8.4,7.7,6.9,7.8,6.2,9,6.3,8.5,7.5,6.3,8
1372,El Salvador2008,75.5,67.96,6.3,3.9,6,6,7.6,7,7,6.5,7,7.4,5.6,5.2
1373,Equatorial Guinea2008,88,68.31,9,8.5,7,3.9,9.2,7.4,9.4,8.3,9.5,7.8,2,6
1374,Eritrea2008,87.4,68.52,7.5,7.2,5.6,8.5,5.9,6,8.4,7.9,7.4,8.6,7.1,7.3
1375,Estonia2008,51,68.44,2.6,5.7,5.1,3.7,4.9,4,4.8,3.8,3.5,4.8,4.8,3.3
1376,Ethiopia2008,96.1,68.29,7.5,8.9,7.8,8.2,8.6,7.5,7.9,7.5,8.5,8.9,7.5,7.3
1377,Fiji2008,76.6,70.61,7,8.2,7.5,5.9,7.5,6,8.7,4.4,5.9,5.9,4,5.6
1378,Finland2008,18.4,71.31,0.9,0.7,1,2,1.9,2.1,0.9,1.2,1.5,2.6,1.6,2
1379,France2008,34.8,71.25,1,1.8,6,3,5.5,2,1.7,1.4,3.2,4.1,3.1,2
1380,Gabon2008,75,70.71,5.6,7.2,3,5.2,8.1,6,7.5,7,6.5,6.9,6.2,5.8
1381,Georgia2008,83.8,70.9,7.7,8.3,8.1,5.4,6.9,5.7,8.4,5.9,5.9,6.3,6.8,8.4
1382,Germany2008,37.3,70.79,2.5,1.8,4.9,2.8,5.3,2.8,2.3,1.9,2.7,3.9,4.3,2.1
1383,Ghana2008,64.6,70.73,2.4,3.9,5.1,5,6.8,8,5.5,6.9,4.5,6.8,5,4.7
1384,Greece2008,45.4,70.83,3.1,1.6,4.3,3.7,5,5,4,3.6,3.9,4.9,2.6,3.7
1385,Grenada2008,69,70.98,5.4,5.7,4.9,5.8,7.1,7.9,6.5,4.1,4.9,5.7,3,8
1386,Guatemala2008,80.6,70.7,7.3,6,6.9,6.7,8,6.7,7.2,6.6,7.1,6.8,6,5.3
1387,Guinea2008,101.8,88.91,8.4,8.6,8.5,8.6,8.6,8.3,9.7,9,8.9,7.9,7.4,7.9
1388,Guyana2008,72.2,88.73,6.7,5.1,5.7,6.4,7.8,7.9,6.4,5.7,5.4,6.3,3.6,5.2
1389,Haiti2008,99.3,88.63,8.9,8.9,8,8.3,8.2,8,9,8.8,8.9,8.5,4.2,9.6
1390,Honduras2008,74.9,87.4,6.2,6.3,5.3,7.2,8.7,6.5,7.4,6.6,6.1,7.2,2,5.4
1391,Hungary2008,50.9,87.81,1.9,5.3,3.4,4.3,6.1,5,5.7,3.8,4,3.7,3.4,4.3
1392,Iceland2008,20.9,87.6,1,0.8,1,3,2.8,3.2,1.3,1.3,2.1,1,0.9,2.5
1393,India2008,72.9,87.44,6.6,6,7,4.6,8.9,6.9,4.8,6.7,6,8,3.2,4.2
1394,Indonesia2008,83.3,86.15,7.1,7,5.9,6.3,8,7.5,6.8,6.7,6.8,7,7.3,6.9
1395,Iran2008,85.7,86.03,8.5,9,7.3,4.3,7.4,5,8,5.8,8.7,6.5,8.7,6.5
1396,Iraq2008,110.6,85.94,9.9,9.8,9.8,7.8,8.5,9.3,9.4,8.5,9.6,9,9,10
1397,Ireland2008,19.9,65.55,1,1,1,2,3,2,1.5,2,1.5,1.9,1.5,1.5
1398,Italy2008,39.9,66.27,3.7,3.3,4,3.8,4.5,3,3.8,2.5,2.1,3.7,3.5,2
1399,Jamaica2008,65.7,66.09,5.6,4,4.3,6,6.5,6.5,6.9,6,5.4,6.1,2.4,6
1400,Japan2008,29.7,64.8,2,1.7,3.8,2.3,2.5,2,1.8,1.2,3.4,4.3,1.1,3.6
1401,Jordan2008,77.3,64.78,6,6.5,6.5,6.6,7.5,4.7,6,5.6,6.7,6.7,7.8,6.7
1402,Kazakhstan2008,72.4,64.18,6.5,7.8,5.2,6,6.5,4,7.7,5.5,6.8,6.2,3.6,6.6
1403,Kenya2008,93.4,64.6,7.1,8.4,7.6,6.9,8.1,8,8.2,7.4,7.2,8.7,8.5,7.3
1404,Kuwait2008,62,64.14,5.1,6.9,4.7,2.9,6.1,4.1,6.7,3.3,7,5.5,4.4,5.3
1405,Kyrgyz Republic2008,88.8,64.43,8.1,7.5,6.8,7.5,8,7.4,8.4,6.5,7.9,7.5,5.8,7.4
1406,Laos2008,88.7,64.78,8.2,8.6,6.8,7.1,5.7,6.6,8.2,8,8.9,8,5.7,6.9
1407,Latvia2008,54.5,42.25,3,4.4,4.6,5,6,5,4.7,4.2,3.8,4.9,4.9,4
1408,Lebanon2008,95.7,40.44,9.3,9.4,9.4,6.3,7.4,7.1,8,6.7,7,7.2,9,8.9
1409,Lesotho2008,81.7,42.03,6.3,6.9,5.6,8.2,5.6,6,7.6,8.5,6.8,9.1,4.6,6.5
1410,Liberia2008,91,41.1,6.7,7.9,6,8.3,8.3,6.5,7,8.5,6.7,8.1,8.4,8.6
1411,Libya2008,70,41.43,5.6,7,5.6,5.3,7.3,4,7.4,4.5,8.1,6.2,4,5
1412,Lithuania2008,48.7,41.35,2,3,3.9,4.5,6.2,5.4,4.4,3.5,3.5,4.9,3.1,4.3
1413,Luxembourg2008,27.9,40.89,2,3,3.7,1.8,2.5,1.2,3.3,2.6,1.6,2.1,1.8,2.3
1414,Macedonia2008,74.6,39.4,5.8,6.6,7.4,6,7.4,7,7.6,5.1,5.3,5.4,4.6,6.4
1415,Madagascar2008,76.7,40.38,5.8,7,5.1,7.4,7.2,5,6,8.7,6,8.5,2.5,7.5
1416,Malawi2008,92.9,40.22,5.4,7.6,6,9.1,8.8,8.2,8,9,7.8,9,6.2,7.8
1417,Malaysia2008,67.2,68.58,6.3,5.7,5.9,4.2,6.9,3.6,5.9,5.1,6.5,6.3,5,5.8
1418,Maldives2008,80.4,70.07,6.3,7.6,4.9,7.1,4.9,7,7.6,7.1,7.7,7.7,6.5,6
1419,Mali2008,75.6,70.13,5.9,3.7,6.1,8.5,6.6,7.4,4.7,8.6,4.6,8.5,4.4,6.6
1420,Malta2008,48.3,69.84,4.3,1.6,3.9,3.5,4.5,4.6,4.3,3.4,3.5,3.8,6.1,4.8
1421,Mauritania2008,86.1,70.62,7.2,7.6,8,7.8,7,5,6.6,8.1,6.9,8.4,6.2,7.3
1422,Mauritius2008,42.4,70.18,3.5,3,3.5,3.8,5.9,2.1,5.1,4.1,3.9,3.6,1.1,2.8
1423,Mexico2008,72.2,70.75,5.8,4.8,5.8,6,8.4,7,6.1,5.7,5.1,7,4,6.5
1424,Moldova2008,85.7,66.91,6.5,7.7,7.3,7.2,7.2,8.4,8.3,7,7.1,7,4.7,7.3
1425,Mongolia2008,57.8,67.17,4.8,4.7,4.1,5.5,5.4,2.1,6,5.3,6.2,5.8,1,6.9
1426,Montenegro2008,55.8,67.13,4.6,6,6.1,4,4.3,2.5,4.3,3.6,5.6,5.4,4.1,5.3
1427,Morocco2008,75.8,60.63,5.1,5.7,6.8,6.6,7.6,6.2,7.3,6,6.6,6.6,7.1,4.2
1428,Mozambique2008,76.8,60.65,5.8,5.6,4.7,7.4,7.2,7.8,7.3,8,7,7.8,2.2,6
1429,Myanmar2008,100.3,60.7,9.3,8.7,9.5,7.6,9,6,9.5,8.3,9.9,8.5,8.5,5.5
1430,Namibia2008,72.9,59.51,5.5,3.2,5.4,6,8.9,7.6,4.7,7.1,6,7.2,5,6.3
1431,Nepal2008,94.2,59.72,8.5,8.3,9,8.2,9.2,6.1,8.3,7,8.8,8.1,5.5,7.2
1432,Netherlands2008,27.3,59.5,1,1,4.9,2,3.7,2.2,1.3,1.4,1.4,3.4,3,2
1433,New Zealand2008,21.4,59.55,1,1,2.9,3,4,2.1,1.1,1.4,1.5,1.1,1.2,1.1
1434,Nicaragua2008,81.7,59.13,6.5,7.1,6.5,7.5,8.4,6.8,6.3,7.5,5.4,7.5,5.7,6.5
1435,Niger2008,94.5,59.03,7.5,6.7,9.2,9.2,7.2,6,8.4,9.1,7.9,9.5,6,7.8
1436,Nigeria2008,95.7,58.88,9.2,9.3,9.4,5.9,9.2,8.2,8.9,8.7,7.5,8.2,5.1,6.1
1437,Norway2008,16.8,90.43,1,1,1,1.8,2,1.1,1,1.3,1.5,2,1.6,1.5
1438,Oman2008,47.4,89.74,5.3,6.9,3,3.9,2,1.1,6.3,4.4,6.6,4.6,1.3,2
1439,Pakistan2008,103.8,89.46,9.6,9.8,9.5,6.2,8.8,8.1,9.5,7.1,9.5,8,8.6,9.1
1440,Panama2008,58.6,88.86,5,2.9,4.4,5.6,7.5,5,4.6,5.4,4.7,6.4,3.1,4
1441,Papua New Guinea2008,84.6,89.36,7,6.7,8,7.3,9,7.9,7.8,7.8,6.1,7.5,3.5,6
1442,Paraguay2008,72.3,89.24,5,7.7,6.2,6.2,7.7,6,8.3,6,7.1,6.6,1.3,4.2
1443,Peru2008,77.5,89.09,7.4,7,6.9,5.7,8.1,7.5,6.4,6.4,5.5,6.9,4.2,5.5
1444,Philippines2008,83.4,88.3,7.4,7.8,7,5.9,7.6,7.2,8.3,5.9,6.8,6.9,5.7,6.9
1445,Poland2008,47.6,88.63,2,3.3,3.2,4.3,4.8,6.4,4.2,3.8,3.8,4.8,3,4
1446,Portugal2008,31.8,88.79,1,1.3,2.5,3.8,3.6,2.1,1.5,4,3.5,4.3,1,3.2
1447,Qatar2008,52.7,86.93,2.3,4.9,5.3,4.6,5,3.3,6.8,2.6,5,4.7,3.3,4.9
1448,Romania2008,59.9,85.68,3.4,4.7,5.2,5.2,6.1,5.2,5.9,5.2,4.8,5.3,3.5,5.4
1449,Russia2008,79.7,86.72,7,8,7.5,3.7,7.9,6.5,7.9,5.9,8.7,7,5.4,4.2
1450,Rwanda2008,88,87.39,4.6,7.8,8.5,7.3,7.4,7.5,8.2,6.8,7.3,9.1,7,6.5
1451,Samoa2008,72.4,87.78,6.3,5.4,5,6.1,6.9,8.2,6.7,4.8,4.6,6.8,3.2,8.4
1452,Sao Tome and Principe2008,78.3,87.25,5.8,6.2,5.1,8.3,6.1,7.4,7.4,7.9,5.3,7.9,4.5,6.4
1453,Saudi Arabia2008,76.9,86.96,7.3,7.7,7.7,2.3,7,3.4,8.8,4.3,9.1,6.3,6.2,6.8
1454,Senegal2008,70.9,84.45,6,4,6,6,7.1,5.1,5.7,7,6,7,5.5,5.5
1455,Seychelles2008,69.5,83.79,6,6.5,5.4,3.9,6.8,4.7,7.6,4.1,6.3,6.7,4.8,6.7
1456,Sierra Leone2008,92.3,84.31,6.4,7.5,6.9,8.7,8.2,8.4,7.7,8.2,7,8.6,7.4,7.3
1457,Singapore2008,33.3,66.91,1,4,3,3.1,2.9,2.7,4,1.5,4.3,2.9,1.1,2.8
1458,Slovenia2008,37.1,64.29,3,1.1,3.4,3,5.2,3.5,3.2,3.5,3.5,4,1.7,2
1459,Solomon Islands2008,92.4,63.32,7.7,8.8,8,8,8,5.1,8.7,8.5,7.1,8.7,4.8,9
1460,Somalia2008,114.2,62.34,10,10,9.5,9.4,7.5,8.3,10,10,9.9,9.8,9.8,10
1461,South Africa2008,62.7,63.2,3.9,4.4,4.9,4.2,8.5,4,5,5.7,4.2,8.4,7,2.5
1462,South Korea2008,40.6,62.89,1,3.3,4,1.6,2.4,5.3,3.9,2,2.7,4,3.9,6.5
1463,Spain2008,41.6,63.25,5.2,5.6,6.2,3.4,5,1.6,1.4,2.4,2.8,3.9,2.1,2
1464,Sri Lanka2008,95.6,65.96,9.3,9.5,9.8,6,8.2,6.9,9.2,6.6,8,7,9,6.1
1465,Sudan2008,113,66.24,9.8,9.9,10,7.3,9.3,8.8,10,9.5,9.9,9,9.6,9.9
1466,Suriname2008,72.4,66.39,6,5.4,6.1,6.2,8.3,6.7,6.4,4.9,6,6.5,3.9,6
1467,Swaziland2008,80,73.05,6.5,6.9,4,7.8,6.1,5.5,8.5,7.5,7.5,8.8,4,6.9
1468,Sweden2008,19.8,72.39,0.9,1,1.3,1.2,2.1,2,1,1.2,1.4,3.2,3,1.5
1469,Switzerland2008,20.3,72.59,1,1,2.6,1.5,2.6,2,1,1.4,1.7,2.9,1.7,0.9
1470,Syria2008,90.1,71.7,7.6,7.7,8,6.8,8.1,6.8,8.8,5.7,8.8,6.5,9,6.3
1471,Tajikistan2008,88.9,71.85,7.8,8.6,6.5,7,7.3,6.4,9.2,7.1,8.8,7.9,6.1,6.2
1472,Tanzania2008,79.1,72.23,5.7,5.8,6.4,7.2,6.9,6,6.3,7.6,5.8,7.4,7,7
1473,Thailand2008,75.6,72.6,7,7.7,7.7,3.6,7.5,4.4,7.7,5.5,6.2,6.8,6,5.5
1474,Timor-Leste2008,93.8,72.92,8.8,8.5,7.1,8.2,6.5,5.3,9,8,6.9,8.1,8.6,8.8
1475,Togo2008,86.8,73.37,7.8,7.5,6,8.2,7.5,6.5,7.2,8,7.9,7.7,5.6,6.9
1476,Trinidad and Tobago2008,67,73.26,5.7,5.9,5.2,4,7.7,6.7,6.4,5.5,5.4,5.5,3.6,5.4
1477,Tunisia2008,65.6,58.34,5.9,6.2,5.1,4.3,7.2,5.1,6.6,5.9,7.3,5.6,3.4,3
1478,Turkey2008,75.4,57.93,6.7,7.5,7.6,4.6,8.2,5,6,5.2,5.5,6.7,6.2,6.2
1479,Turkmenistan2008,86.2,57.45,8.3,7.9,6.2,7.1,7.3,5.6,8.7,7.7,9.6,7,4.5,6.3
1480,Uganda2008,96.1,55.33,8.1,7.8,8.3,7.6,8.5,6,8.3,7.9,7.9,8.7,9.3,7.7
1481,Ukraine2008,70.8,55.81,3,7.9,7.2,5,6.7,7.3,7.3,4.5,5.9,6.5,3.2,6.3
1482,United Arab Emirates2008,51.2,56.02,1.9,3.8,4.3,2.6,5.5,3.4,7,3.9,5.9,5,3.6,4.3
1483,United Kingdom2008,32.9,56.09,3,2.7,4.5,1.7,4.5,2,2,1.8,2.6,3,3,2.1
1484,Uruguay2008,41.4,53.56,3,2.3,2,3.7,5.1,5.9,2.9,4,2.5,5.1,1.1,3.8
1485,Uzbekistan2008,93.4,53.61,9,9.2,7.1,7.7,8.6,7.1,9.3,6.8,9.2,7.7,5.4,6.3
1486,Venezuela2008,77.9,53.46,6.6,7.5,6.8,4.6,8,6.9,7.1,6.3,7.4,6.5,5,5.2
1487,Yemen2008,95.4,69.54,8.2,8.9,7.3,8.2,8.8,7.2,8,8.3,7.5,8.6,7.2,7.2
1488,Zambia2008,81.6,68.7,5.5,5.5,5.2,8.1,7.4,6.7,7.8,7.9,5.8,8.8,6.4,6.5
1489,Zimbabwe2008,112.5,69.41,9.5,9.3,9.5,10,9.6,10,9.5,9.6,9.8,9.7,9,7
1490,Afghanistan2007,102.3,69.42,9,8.5,9.1,8.3,8,7,8.8,8,8.2,8.5,8.9,10
1491,Albania2007,70.5,69.79,5.5,5.4,5.4,6.8,6.1,7.5,7.4,6.2,5.4,6.5,2.7,5.6
1492,Algeria2007,75.9,69.05,6.4,5.9,7,3.5,7.3,5.6,7.3,7,7.4,6.1,6.7,5.7
1493,Angola2007,84.9,69.47,6.2,7.5,5.9,4.2,8.7,5,8.6,7.7,7.5,8.5,7.5,7.6
1494,Antigua and Barbuda2007,65.7,69.07,5.2,4.6,5.2,4.8,7.1,7.9,6.3,4.9,5.5,5.2,3.6,5.4
1495,Argentina2007,41.4,69.07,1.9,2.7,4,4.6,5.2,4,3.4,3.8,3.7,3.8,1.5,2.8
1496,Armenia2007,70.3,69.78,4.5,5.8,5,5,6,6.9,6.5,6.2,5.5,5.8,7.6,5.5
1497,Australia2007,23.2,55.79,0.9,1.5,3,1.8,4.4,1.1,1,1.4,2.5,2.9,1.6,1.1
1498,Austria2007,26,55.92,1,2,3.5,1.9,5,1.1,1.3,1.4,1.5,2.8,2.2,2.3
1499,Azerbaijan2007,81.2,56.02,7.2,7.5,7.3,6.3,7.4,5.3,7.8,6,6.4,6,7.5,6.5
1500,Bahrain2007,57,53.62,3.4,6,6,3.5,5,3.7,6.8,3.7,4.7,5.3,3.6,5.3
1501,Bangladesh2007,95.9,53.73,8,9.5,9.6,6.9,9,8.4,9,7.4,7.8,8.6,5.8,5.9
1502,Barbados2007,59.9,53.65,5.3,4.8,5.8,5,7.6,6.9,6.1,2.6,3,4.1,3.6,5.1
1503,Belarus2007,85.2,53.45,6.7,8.5,6.5,6.8,7.5,5,9.1,6.9,8.5,8,4.6,7.1
1504,Belgium2007,25.5,45.23,1.6,1.5,4,2.1,4,1.1,1.5,1.4,1.5,3.2,1.6,2
1505,Belize2007,69.8,44.7,5.7,5,5.2,6,7.6,6.9,6.5,5.7,3.8,6.6,5.2,5.6
1506,Benin2007,72,44.83,5.2,3.8,4,7.1,7.4,6.9,6.4,8.1,4.8,6.5,5.2,6.6
1507,Bhutan2007,86.4,46.1,4.6,8,7,7.9,8.7,6.7,8,6.5,8.5,6.5,7.5,6.5
1508,Bolivia2007,82,45.86,6.2,8.3,7,6.4,8.5,7,7.2,7.4,7,7.4,3.7,5.9
1509,Bosnia and Herzegovina2007,84.5,45.56,7.3,8.3,8.3,6,7.2,6,7.6,5.6,5.3,6.1,8,8.8
1510,Botswana2007,66.4,43.26,3.9,2.8,3.4,5.6,7,6,5.4,6.5,4.8,9.2,5.8,6
1511,Brazil2007,66.9,43.66,6.9,4.5,6.1,3.2,8.8,5,6.2,6.3,5.3,6.6,3.4,4.6
1512,Brunei Darussalam2007,71.2,43.55,6.9,7.4,7.4,3.2,7.9,4.2,7.7,3.3,6.6,6.3,5.6,4.7
1513,Bulgaria2007,60.3,43.77,5.4,3.9,4.2,4.3,6.2,5.9,5.7,5,4.7,5.4,4.1,5.5
1514,Burkina Faso2007,89.7,40.64,7.6,7.7,6.4,8.2,8.9,6.6,7.6,8.9,6.6,8.6,5.6,7
1515,Burundi2007,95.2,40.76,6.8,7.5,6.7,8.2,8.8,6.7,7.1,8.9,7.5,9.1,8.9,9
1516,Cambodia2007,85.7,40.96,6.2,7.5,7.3,6.4,7.2,8,8.5,7.6,7.1,7.6,5.9,6.4
1517,Cameroon2007,89.4,74.34,7.7,8,7,6.1,8.7,7.9,8.5,7.5,7.2,7,6.8,7
1518,Canada2007,25.1,76.4,1,1.6,2,1.5,5,2.1,1.5,1.2,2,3.3,2.4,1.5
1519,Cape Verde2007,81.1,76.36,6.1,6.4,4.8,8,6.2,8.2,7,7.4,6.4,7.9,4.8,7.9
1520,Central African Republic2007,101,75.84,8.9,9.3,8.8,8.4,8.6,5.5,9,8,8.2,8.9,8.4,9
1521,Chad2007,108.8,76.39,9.6,9.7,9.5,8.3,9,7.9,9.5,9.1,9.2,9.1,8.9,9
1522,Chile2007,33.8,76.37,2,1.5,3.5,3.8,4,2.1,1.6,3.7,3.7,3.8,1.1,3
1523,China2007,81.2,76.47,5.3,7.5,8,4,9,6.5,8.5,6.5,9,8.7,5.1,3.1
1524,Colombia2007,89.7,76.99,8.3,8.5,7.4,3.8,8.4,8.4,8.2,6,7.4,6.8,9.5,7
1525,Comoros2007,77.8,77.3,6.7,6.5,5.3,7.6,6.1,5.7,7.9,8.7,6.6,6.2,3.6,6.9
1526,Costa Rica2007,50.5,77.25,2,3.3,4,4.8,6.6,5,3.9,2.9,3.5,5.6,4.4,4.5
1527,Cote d'Ivoire2007,107.3,77.28,9.6,9.3,9.8,8.9,8,8.4,9.5,7.9,9.2,8.6,8.3,9.8
1528,Croatia2007,60.5,76.83,3.9,3.9,6,5.7,5.7,5,4.2,4.1,4.5,5.3,6.5,5.7
1529,Cuba2007,78.6,77.39,7.7,7.8,5.5,6.3,7.2,6,7.6,3.8,7.8,6.5,4.7,7.7
1530,Cyprus2007,70.2,75.72,4.2,8.4,8.3,4.8,7.5,5.7,5.5,3.8,3.5,5.1,4.2,9.2
1531,Czech Republic2007,42.1,76.36,2,3.5,3.2,2.8,3.9,5,3.7,3.8,3.5,4,3.3,3.4
1532,Denmark2007,22.2,76.21,1,1,2.5,2.1,1.9,2,1,1.4,1.5,3.2,2.6,2
1533,Djibouti2007,80.3,76.51,7,6.9,5.5,6.9,6.1,5,7.4,7.5,6,7.9,6.5,7.6
1534,Dominican Republic2007,80.6,76.26,6.5,7.4,6.1,5.8,8.1,8.3,6,6.9,7,6.5,6.4,5.6
1535,Ecuador2007,79.9,73.81,6.6,7.6,6.7,5.3,8,7.1,7.5,6.8,6.6,6.2,6,5.5
1536,Egypt2007,89.2,72.86,6.1,8.3,7.8,7,7.8,6.2,9,6.7,8.5,7.7,6.5,7.6
1537,El Salvador2007,74.9,67.68,5.8,3.9,6,5.4,7.3,7,7,6.9,6.9,7.6,5.6,5.5
1538,Equatorial Guinea2007,88.2,66.25,8.9,8.5,7,4,9,7.4,9.4,8.6,9.4,8,2,6
1539,Eritrea2007,85.5,65.71,7.5,7.2,5.4,8.4,5.9,6,8.3,7.7,7.4,8.1,7.1,6.5
1540,Estonia2007,50.5,64.49,2.1,5.9,4.5,3.7,4.9,4,5,3.8,3.7,4.8,4.8,3.3
1541,Ethiopia2007,95.3,65.64,7.5,8.9,7.8,8,8.6,7.5,7.9,7,8.5,9,7.9,6.7
1542,Fiji2007,75.7,65.29,7,8.2,7.5,5.9,7.5,5.4,9,4.1,5.9,5.9,4,5.3
1543,Finland2007,18.5,65.03,0.9,0.7,1,2.2,1.9,2.1,0.9,1.2,1.5,2.5,1.6,2
1544,France2007,34.1,60.08,1,1.8,5.8,2.9,4.8,2,1.5,1.4,3.2,4.1,3.6,2
1545,Gabon2007,73.3,59.74,5.3,7.2,3,4.9,7.8,6,7.3,7,6.7,6.6,5.7,5.8
1546,Georgia2007,82.3,60.35,7.8,7.8,7.6,5.7,7,5.7,7.9,6.1,5.4,6.3,6.8,8.2
1547,Germany2007,38.4,70.24,2.5,1.8,4.9,3,5.5,3,2.3,1.7,2.9,3.9,4.8,2.1
1548,Ghana2007,61.9,71.42,2.4,3.5,5.1,4,6.8,8,5.5,6.9,4.5,6,4.5,4.7
1549,Greece2007,43.5,71.35,3.1,1.6,3.5,3.5,5,5.4,4,3.1,3.9,4.7,2,3.7
1550,Grenada2007,71.6,71.02,5.9,5.7,5,6.5,7.1,7.9,6.5,4.1,5.1,5.9,3.6,8.3
1551,Guatemala2007,81.4,71.16,7.3,5.9,7.1,7,8,6.7,7.4,6.6,7.1,7,6,5.3
1552,Guinea2007,101.3,70.91,8.1,9,8.1,8.5,8.5,8.3,9.6,8.9,8.6,7.8,7.4,8.5
1553,Guyana2007,73.3,71.1,5.9,4.9,5.4,6.8,8.1,7.9,6.4,5.7,5.6,6.9,4.1,5.6
1554,Haiti2007,100.9,70.76,9.3,9.3,8,8.4,8.2,8,9.2,9,9.1,8.6,4.2,9.6
