,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
444,Norway2014,23,75.79,2.8,1.1,3.7,2,1.7,1.9,0.5,1.7,1.6,2.3,2.2,1.5
445,Oman2014,53.1,75.69,5,6.6,2.7,4.8,3.9,2.1,6.4,4.1,7.4,5.3,2.3,2.5
446,Pakistan2014,103,76.07,9.9,9.5,10,7.5,7.6,6.9,8.5,7.6,8.6,8.8,8.8,9.3
447,Panama2014,55.7,76.01,4.8,2.5,5.3,3.7,7.6,4.2,4.6,5.2,4.7,5.6,4,3.5
448,Papua New Guinea2014,84.1,76.06,6.4,7.1,6.6,6.6,9.3,7.3,6.6,9,6.3,7.6,4.9,6.4
449,Paraguay2014,71.6,76.1,6.2,7.8,6.2,5.4,8.7,4.9,7.4,6.4,6,5.8,2.7,4.1
450,Peru2014,72.9,66.58,6.7,6.7,7.3,4.2,7.5,6.4,7.4,6.7,4.8,5.8,5,4.4
451,Philippines2014,85.3,68.23,8.8,8,8.3,5.7,6.3,5.9,7.3,6.9,6.4,7.8,7.7,6.2
452,Poland2014,42.1,68.47,2.6,3.8,4.1,4,3.8,4.7,3.5,3.1,2.8,3.6,3.1,3
453,Portugal2014,33.1,68.39,1.9,1.8,2.3,5.2,3.2,2.5,2.3,3.3,2.6,3.1,1.9,3
454,Qatar2014,48.9,68.37,2.8,5,4.9,2.9,5.1,3.4,6.2,2.3,5.9,4.6,2.1,3.7
455,Romania2014,56.9,67.92,3.8,5.2,6.6,5.7,5,4.4,6.1,4.6,4.2,4,3,4.3
456,Russia2014,76.5,68,8.6,8.1,8.5,3.6,6.7,4.8,7.6,5,8.7,5.4,5.2,4.3
457,Rwanda2014,90.5,68.08,5.9,8.2,8.5,6.7,7.9,7.2,6.5,7.5,7.8,8,8.2,8.1
458,Samoa2014,69.3,67.58,5.5,5.1,4.8,6.2,5.7,8.9,6,5.1,4.8,6.5,2.4,8.3
459,Sao Tome and Principe2014,75.8,67.7,5.8,6.3,4.8,8.1,6.6,8.2,6.6,6.2,4.1,6.9,4.6,7.6
460,Saudi Arabia2014,73.1,66.45,6.9,8,7.7,3.9,6.1,3.4,8.1,4,8.8,6,4.9,5.3
461,Senegal2014,82.8,66.04,6.5,6.6,6.6,7,7,7.1,6,7.9,6.5,8.1,7.3,6.2
462,Serbia2014,72,65.98,6.2,8,8,6.4,5.6,5,5.8,4.4,5.2,4.2,6.5,6.7
463,Seychelles2014,63.7,65.69,6.4,5.7,4.8,4.9,6.3,5.2,6,3.5,4.9,5.4,3.4,7.2
464,Sierra Leone2014,89.9,66.65,5.1,7.7,5.9,8.3,8.5,8.3,7.2,9.1,5.9,8.7,7.8,7.4
465,Singapore2014,35.9,66.06,2,4,2.8,2.8,4,3.6,3.5,2.1,4.9,2.8,1.4,2
466,Slovenia2014,32.6,64.93,2.4,1.6,3.6,3.9,4.2,2.9,2.9,2.3,2.3,2.4,1.6,2.5
467,Solomon Islands2014,86.4,64.19,6.7,8,6.8,7.5,8.6,6,7,7.9,6,8.2,5.2,8.5
468,Somalia2014,112.6,63.8,9.4,10,9.3,9.1,8.7,8.9,9.1,9.6,9.8,9.5,10,9.2
469,South Africa2014,66.6,63.85,4.9,5.6,5.8,5.8,7.7,4.6,5,6.1,4.3,7.4,6.2,3.2
470,South Korea2014,36.4,68.07,2.4,3.6,3.1,2.3,3.2,3.6,2.8,2.1,2.9,2.9,1.8,5.7
471,Spain2014,43.1,69.39,3.6,6.1,6.1,5.3,3.8,2.7,3.4,3,2.2,3,2,1.9
472,Sri Lanka2014,92.6,69.71,8.2,9.4,9.3,6.2,7.5,7.6,8.3,5.3,9.1,6.5,8.5,6.7
473,Sudan2014,110.1,70.15,9.6,10,9.9,8.1,8.2,8.7,9.3,9.1,9.3,8.6,9.7,9.6
474,Suriname2014,70.6,69.71,5.7,5.8,6.1,7.1,6.9,7.4,5.8,5.5,5.2,5.6,3.3,6.2
475,Swaziland2014,85.8,69.13,5.7,7,3.6,8.9,7.8,6.6,8.8,7.7,8,8.7,5.2,7.8
476,Sweden2014,21.4,68.62,2.4,1.8,1,2,1.8,1.8,0.8,1.8,1.3,2.8,2.6,1.3
477,Switzerland2014,23.3,68.51,1.7,1,3.5,2.2,2.4,2.4,0.9,1.7,1.7,2.4,1.8,1.6
478,Syria2014,101.6,67.06,10,9.6,10,6.7,6.9,6.9,9.8,7.2,9.9,6,10,8.6
479,Tajikistan2014,84.6,66.59,7.1,8.4,7,7.7,5.9,6.1,9,6.2,7.9,7.5,5.1,6.7
480,Tanzania2014,80.8,69.59,5.2,5.7,5.9,6.7,6.7,6.7,6,8.7,6.3,8.6,6.7,7.6
481,Thailand2014,77,70.17,7.9,9.5,8,3.6,6.1,3.8,7.1,4.9,7.4,7.6,6.5,4.6
482,Timor-Leste2014,91,70.47,8,8.3,6.8,8.2,6.4,6.7,7.7,8.5,5.7,8.8,7.1,8.8
483,Togo2014,87.8,69.38,7.1,7.6,4.8,7.1,7.8,7.1,8.4,8.3,7.5,7.9,7.4,6.8
484,Trinidad and Tobago2014,61.3,69.34,5.4,5.6,4.4,4.6,5.8,7.8,5.3,5.1,4.9,5.2,3.3,3.9
485,Tunisia2014,77.5,69.06,7.3,8.1,7.8,6.3,5.7,5.3,8,5.2,8.1,4.7,4.4,6.6
486,Turkey2014,74.1,68.95,7.4,7.3,9,5.3,6.5,3.7,6,5.2,5.9,5.4,7.1,5.3
487,Turkmenistan2014,78.2,64.11,6.8,7.8,6.9,5.3,6.7,5.1,9.6,6.4,8.5,6,4.2,4.9
488,Uganda2014,96,64.04,7.9,8.9,8.3,7.3,7.6,6.9,7.8,8.3,7.6,8.7,8.7,8
489,Ukraine2014,67.2,64.31,4.7,8,6.4,5.5,5,5.4,8,3.9,6.1,4.5,3.4,6.3
490,United Arab Emirates2014,47.6,36.73,3.1,3.6,4,3.4,4.5,2.7,6.7,3.2,6.5,4.2,2.5,3.2
491,United Kingdom2014,34.3,36.08,2.8,3.5,5.3,4,3.4,2.1,1.7,2.4,2.1,2.8,2.7,1.5
492,Uruguay2014,37.9,35.07,3.4,2.7,2.7,3.5,4.5,4.4,1.6,3.7,2.2,3.8,2.2,3.2
493,Uzbekistan2014,86.3,33.26,7.6,8.8,7.4,7.1,7.3,6.6,9.3,5.4,9.3,6.4,5.7,5.4
494,Venezuela2014,76.7,34.78,6.2,7.7,6.8,5.5,6.9,5.5,7.7,7.5,7.8,5.4,5.1,4.6
495,Yemen2014,105.4,33.62,9.5,9.4,9.3,9.1,7.8,7.3,8.9,8.5,9,9.1,9,8.5
496,Zambia2014,86.2,34.36,4.7,5.7,6,8,8.3,7.7,7.7,7.9,6.8,9.3,7.2,6.9
497,Afghanistan2013,106.7,34.39,9.9,9.4,9.2,8.2,7.8,7.2,9.4,8.8,8.4,9.3,9.2,10
498,Albania2013,65.2,34.73,5.5,6.3,4.8,5.3,4.8,6.6,7,4.8,6,4.7,3.1,6.3
499,Algeria2013,78.7,35.12,7.4,7.3,7.8,5.8,6.2,5.1,7.4,5.9,7.7,5.8,7,5.2
500,Angola2013,87.1,88.59,6.1,7.3,6.8,5.1,9.4,5.9,8.6,8.4,7.3,8.9,7.2,6.1
501,Antigua and Barbuda2013,58,88.24,4.9,3.7,4.1,4.5,5.6,7.6,5.8,4,4.4,4.6,3,5.8
502,Argentina2013,46.1,88.27,3,2.7,5,4,6,3,4.4,3.9,4.1,4.1,2,3.8
503,Armenia2013,71.3,87.9,5.3,7,5.7,5.9,5.6,6,6.6,4.4,6.8,4.9,7,6.2
504,Australia2013,25.4,88.16,1.7,1.6,3.6,2.1,3.3,1.1,1,1.8,2.2,3.3,2.7,1
505,Austria2013,26.9,87.85,1.1,2.7,4.3,1.9,4,1.6,1.5,1.5,2,2.3,2.4,1.6
506,Azerbaijan2013,78.2,86.72,6.9,7.8,6.9,4.7,6.1,4.7,8.2,5.1,7.6,5.3,7.9,6.9
507,Bahrain2013,62.9,86.5,6.1,7.1,7.3,3.2,5.7,3.3,7.6,2.4,7.5,4.6,2.5,5.6
508,Bangladesh2013,92.5,86.6,7.7,8.9,8.6,7.3,7.8,7.5,8.3,8,7.3,8.1,7.3,5.8
509,Barbados2013,50.8,87.09,4.2,4.2,4.4,5.8,5.7,6.2,3.6,2.7,2.5,3.8,2.7,5
510,Belarus2013,76.7,45.83,6.3,8.3,6.8,6.2,5.7,3.9,9,5.2,8.3,5.7,3.6,7.6
511,Belgium2013,30.9,45.86,2,3.9,4.1,3.5,3.8,1.8,2.1,2.2,1.5,2.5,1.6,2
512,Belize2013,67.2,45.71,5.5,4.3,4.4,5.5,6.6,7.1,6,6,4.1,6.5,4.9,6.3
513,Benin2013,77.9,42.08,5.8,6.1,3.6,7.1,7.2,6.2,6,8.6,5.1,8.3,6.5,7.3
514,Bhutan2013,81.8,41.81,5.6,7.5,7.3,6.3,7.5,6.8,6,6.9,7.3,6.4,6.9,7.3
515,Bolivia2013,80.8,41.34,6.7,8,7.1,6.2,8.9,6.4,7.2,6.8,6.3,6.9,4,6.3
516,Bosnia and Herzegovina2013,76.5,41.48,6.4,8.7,7.7,5.2,6.2,5.6,6.7,4.4,6.4,4.4,6.8,8
517,Botswana2013,64,41.4,3.5,3.3,4.8,6.1,7.5,5,4.4,6,4.4,8.3,5.8,4.8
518,Brazil2013,62.1,41.16,5.9,4.9,5.9,3.3,8.3,3.9,5.3,5.4,5.3,7,3.6,3.3
519,Brunei Darussalam2013,63.2,41.18,5.6,7.4,6.2,2.8,7.8,4.6,7.4,2.6,6.9,4.5,3.3,4.1
520,Bulgaria2013,55,75.29,4.7,5.3,4.6,5,5.1,4.9,4.8,4.4,3.7,4.4,3.1,5
521,Burkina Faso2013,90.2,74.85,7.2,7.3,5.3,7.7,8.4,6.3,7.7,8.7,6.8,9.4,7.4,8
522,Burundi2013,97.6,74.66,7.7,7.9,8.1,9.1,7.6,6.2,8.4,8.3,7.9,8.9,8.8,8.7
523,Cambodia2013,88,73.85,6.2,8,7,6.4,7.3,7.4,8.3,8.1,7.8,7.2,6.2,8
524,Cameroon2013,93.5,74.26,8,9.2,7.8,6.1,7.8,7.2,8.5,8.4,8.1,8.3,7.3,6.8
525,Canada2013,26,73.52,1.8,2.5,3.1,1.8,3.5,2.1,1.5,2,2,2.6,2.1,1
526,Cape Verde2013,73.7,73.66,5.7,5.5,4.2,6.1,6.9,8.3,6.3,6.5,5.1,6.7,4.1,8.2
527,Central African Republic2013,105.3,68.56,9.7,9.1,8.5,7.7,9.2,6.1,9,9.5,8.6,8.6,9.8,9.4
528,Chad2013,109,68.97,9.4,9.5,8.8,8,8.9,8,9.7,9.9,9.8,9.5,9.7,7.9
529,Chile2013,42.3,68.79,2.9,1.4,3.5,4.1,5.5,2.8,3.8,4.3,3.5,4.9,2.4,3.2
530,China2013,80.9,90.68,6.5,7.2,8.3,3.6,8,5,8.1,6.8,9.4,8.1,6.1,3.8
531,Colombia2013,83.8,90.74,6.8,7.7,7.5,3.8,8.1,7.3,7.3,6.1,7.3,6.5,8.3,7.1
532,Comoros2013,84,90.72,7.5,7.5,5.3,8.2,6.4,7.2,7.4,7.9,6.6,7.4,4.5,8.1
533,Costa Rica2013,48.7,90.59,2.5,3.8,4.1,4.3,6.1,3.5,3.5,4.6,2.4,4.9,4.1,4.9
534,Cote d'Ivoire2013,103.5,90.73,9.1,9.4,9,7.7,7.8,7.3,9.3,8.5,8.6,7.8,9.3,9.7
535,Croatia2013,54.1,90.52,4.8,4.4,5.3,5.1,4.4,4.4,3.9,2.9,4.7,3.7,5.5,5
536,Cuba2013,72.8,90.37,6.3,6.9,4.8,5.2,5.9,6.3,6.5,4.7,7.5,6.6,5.3,6.7
537,Cyprus2013,67,90.47,5,7.9,7.3,5.8,7,4.8,5.5,3,3.3,4,4.4,9
538,Czech Republic2013,39.9,90.76,2.1,4.2,3.8,4.5,3.8,3.4,4.1,3.7,2.4,2.5,2.2,3.2
539,Denmark2013,21.9,90.86,1.5,1.4,3.4,1.9,1.6,1.9,1,1.4,1.7,2.5,1.6,2
540,Djibouti2013,85.5,88.2,6.6,7.5,6.2,6.9,7.3,5.2,7.8,7.4,7,8.3,7.2,8.1
541,Dominican Republic2013,73.2,87.87,5.2,6.5,6.1,5.5,6.9,7.9,5.4,6.2,5.7,6.4,5.5,5.9
542,Ecuador2013,78.6,87.65,6.7,8.2,7.2,5.6,7.4,6.8,7.2,6.9,4.9,5.8,5.7,6.2
543,Egypt2013,90.6,86.7,7.3,8.7,8.5,8.2,7.1,5.4,8.9,5.6,9.6,7.2,6.5,7.7
544,El Salvador2013,73.2,87,6.4,4.3,5.7,6.5,7,6.9,5.9,6.5,6.1,7.4,5.5,5.1
545,Equatorial Guinea2013,86.1,86.61,7.5,8.2,6.6,4.5,9.1,6.6,9.6,7.6,9.4,8.3,3.3,5.5
546,Eritrea2013,95,86.13,7.5,8.1,6.1,8.3,6.9,7.3,8.7,8.4,9.1,8.7,7.4,8.6
547,Estonia2013,45.3,85.4,2.9,5.5,5.9,3.5,4.3,3.9,3.8,3,2.4,3.5,3.3,3.3
548,Ethiopia2013,98.9,85.11,8.4,8.7,8.6,7.7,7.6,6.7,7.3,8.7,8.7,9.7,8.7,8.1
549,Fiji2013,80.8,85.25,7,7.9,7.3,7.3,7.4,7,8.8,4.9,7.3,5.2,3.8,6.9
550,Finland2013,18,67.37,1,1.1,1.4,3.2,1,2.3,1,1.5,1.1,1.9,1.6,1
551,France2013,32.6,67.57,2.3,1.9,5.9,4,4.3,1.9,2.2,1.5,2.4,2.7,2.2,1.4
552,Gabon2013,72.9,68.05,5.4,7.1,3.3,5.2,7.3,5.5,7.6,7,6.8,6.8,5.6,5.4
553,Georgia2013,84.2,66.93,7.9,9.4,8,6.4,6.3,5.2,8.6,5.4,6.4,5.2,7.5,7.9
554,Germany2013,29.7,67,2.2,2,4.3,2.6,3.9,2.2,1.4,1.8,1.9,2.4,3.6,1.4
555,Ghana2013,69.1,67.09,3.8,5,4.9,6.1,6.5,7.3,5.1,7.6,4.7,6.7,5.5,6
556,Greece2013,50.6,67.28,3.9,3,4.8,6.4,4.3,4.4,5.4,3.9,3,4.3,2,5.1
557,Grenada2013,64.6,65.85,5.3,5.6,3.9,5.8,5.9,8.5,6.2,3.6,3.7,5.2,3.2,7.7
558,Guatemala2013,80.7,65.06,7,6,7.3,6.1,8.1,7.1,6.9,6.9,6.6,7.3,6,5.4
559,Guinea2013,101.3,65.03,9.1,8.9,7.6,9.2,8.2,7.7,9.8,8.9,8.4,8.4,8.2,7
560,Guyana2013,70.8,64.96,5.8,5.1,5.9,6.6,6.8,8.5,6.2,6,4.4,5.8,3.8,5.9
561,Haiti2013,105.8,64.05,7.9,9,7,9.7,9.1,9.1,8.8,9.6,7.6,9.6,8.6,9.9
562,Honduras2013,78.3,64.16,6.8,6.3,5.8,6.9,8.1,6.6,6.9,6.8,6.3,7,3.9,6.9
563,Hungary2013,47.6,61.43,2.3,4.8,4.1,6,4.9,3.9,5.9,3.1,3.4,2.5,2.9,3.8
564,Iceland2013,24.7,62.27,1,1.8,1,3.7,1.7,2.8,1.4,1.6,1.3,1.6,1.6,5.2
565,India2013,77.5,61.85,7.8,6.8,8.2,5.4,8.1,5.4,5.2,6.7,5.9,7.5,5.2,5.2
566,Indonesia2013,78.2,62.35,6.8,7,7.3,5.5,6.9,6.3,6.4,6.1,6.5,7.5,6,5.9
567,Iran2013,89.7,61.45,8.6,9.4,8.8,6.5,6.7,6.1,8.9,5,9.4,5.5,7.3,7.5
568,Iraq2013,103.9,61.01,10,9.6,10,7.3,8.4,8.3,8.6,7.6,8.6,8.3,8.8,8.5
569,Ireland2013,24.8,60.68,1.8,1.3,1.6,3.9,2.5,2.8,1.9,1.9,1.3,2.2,1.4,2.2
570,Italy2013,44.6,84.26,5,4.8,4.7,4.8,3.6,2.6,4.7,2.4,2.9,3.8,3.3,2
571,Jamaica2013,65.6,83.67,6.3,3.7,4,6.6,5.9,7.2,6.1,5.7,5,5.6,3.4,6.3
572,Japan2013,36.1,84.11,1.7,2.6,3.8,3.7,1.8,2,2.2,2.5,3,5.4,3.7,3.7
573,Jordan2013,75.7,83.1,5.8,6.8,7.1,6.5,6.5,4.2,6.5,4.3,7.4,6.7,7.8,6.2
574,Kazakhstan2013,69.8,84.7,6.4,7.7,6.2,6.2,5.3,3.6,7.8,5.1,7.1,5.3,3.8,5.3
575,Kenya2013,99.6,84.47,8.1,9,9,7.6,8.3,7.8,8.3,8.1,7.1,9.1,8.7,8.5
576,Kuwait2013,59.6,84.12,4.4,7.9,4.6,3.4,5.3,3.7,7.6,2.6,6.8,5.1,3.8,4.4
577,Kyrgyz Republic2013,85.7,80.91,7.4,8,8.4,7.6,7,6.4,8.4,5.9,7.6,6.2,5.6,7.3
578,Laos2013,83.7,81.73,6.6,8.3,6.1,5.7,6.1,6.8,8.6,7.3,8.3,7.5,5.8,6.6
579,Latvia2013,47.9,81.35,3.3,4.3,5.4,4,4.9,4.2,4.5,3.4,3.2,3.6,3.3,3.8
580,Lebanon2013,86.3,58.89,8.5,9.2,8.5,5.3,6.2,6,7.2,5.6,6.8,6.3,8.5,8.2
581,Lesotho2013,79.4,58.75,5.2,7,4.7,8.5,6.7,6.8,6,8.2,5.4,8.8,4.9,7.2
582,Liberia2013,95.1,58.75,7.1,8.3,6.5,8.3,8,7,6.6,9.1,6.4,8.8,9.2,9.8
583,Libya2013,84.5,56.62,8.9,8,7.4,5,6.7,4.2,8.4,7.3,9,5.5,5.4,8.8
584,Lithuania2013,43,56.97,2.5,3,3.7,4.5,5.2,4.1,3.8,3.4,2.9,3.8,2.9,3.2
585,Luxembourg2013,23.3,57.21,2.3,3.4,2.8,1.5,1.5,2.1,1.9,1.3,1,1.7,1.8,2
586,Macedonia2013,68,57.37,6,7,7.8,5.9,6.2,6.1,6.1,3.9,4.3,3.9,5.2,5.6
587,Madagascar2013,82.7,55.05,7,7.5,4.9,8.2,7.9,5.5,7.2,8.6,5.9,8.1,4.3,7.7
588,Malawi2013,89.2,54.66,5,7.6,5.7,8.4,8,8.1,7.5,8.2,6.8,8.9,6.5,8.4
589,Malaysia2013,66.1,55.17,6,6.8,6.1,4.1,5.9,4.8,6.2,4.5,7.1,5.6,4.6,4.4
590,Maldives2013,75.4,85.81,5.8,8,4.9,6.5,4.4,6.2,8.3,6.7,7.6,5.4,5.3,6.4
591,Mali2013,89.3,84.81,8.1,5,7.6,8.1,6.8,7.8,6,8.5,6.5,9.3,7.6,8
592,Malta2013,42.4,84.55,3.7,2,4,3.6,3.5,4.1,4.1,2.3,3.3,2.8,5.2,3.8
593,Mauritania2013,91.7,83.34,7.8,8.2,7.2,8,6.5,5.7,7.7,8.4,7.4,8.5,8.3,7.9
594,Mauritius2013,44.5,83.88,3.3,3.2,3.5,4.1,4.8,3.6,4.1,3.8,3.5,3.8,2.2,4.6
595,Mexico2013,73.1,83.12,7.9,5.2,6.1,5.2,7.2,5.9,6.1,6.6,6.3,6.5,4,6.1
596,Moldova2013,76.5,82.58,7.2,7.7,6,6.4,5.9,6.9,6.9,5.7,6,5.9,5,6.9
597,Mongolia2013,57.8,81.52,4.4,5.5,3.7,4.7,6.3,2.5,5.3,5.7,5.4,5.5,2.2,6.5
598,Montenegro2013,54.4,81.66,4.6,6.2,6.5,4.6,3.5,3,4.2,3.6,4.4,3.9,4.5,5.3
599,Morocco2013,74.3,81.46,6.3,6.6,6.5,5.3,6.9,7,6.7,5.9,6.6,5.8,5.9,4.9
600,Mozambique2013,82.8,63.28,6.5,5.6,4.9,8,8,7.2,7,8.5,6.4,9.2,4.6,6.8
601,Myanmar2013,94.6,62.42,7.8,8.6,9,7.3,8.4,5.4,9,8.1,8.3,7.6,8.5,6.6
602,Namibia2013,70.4,62.46,4.9,3.5,5.3,6.7,8.7,6.5,4.1,6.7,4.9,6.9,5.6,6.5
603,Nepal2013,91.8,60.84,7.6,8.2,9,7.3,8.1,5.9,8.1,7.3,7.9,7.6,7.7,7.1
604,Netherlands2013,26.9,60.81,1.8,2.6,4.1,3.5,2.3,2.2,1,1.5,1,3,2.4,1.5
605,New Zealand2013,22.7,61.21,1.1,1.1,3.5,3.6,3.4,2.4,0.5,1.8,1.2,2.1,1.1,1
606,Nicaragua2013,79.2,61.6,5.6,6.8,5.9,6.8,7.9,7.8,7.5,6.8,5.4,6.6,4.8,7.3
607,Niger2013,99,57.46,8.3,8.9,7.8,8.4,7.9,6.3,8.1,9.5,7.6,9.8,7.9,8.5
608,Nigeria2013,100.7,57.9,9.5,9.4,9.8,7.5,9.2,7.3,8.8,9.3,8.6,8.5,6.6,6.3
609,Norway2013,21.5,57.7,2.7,1.1,3.6,1.9,1.5,1.6,0.5,1.4,1.9,2,1.9,1.3
610,Oman2013,52,69.64,5.3,6.6,2.7,4.5,3.6,1.8,6.1,4.4,7.5,5,2,2.4
611,Pakistan2013,102.9,69.56,9.8,9.2,9.7,7.5,7.9,6.9,8.4,7.3,8.7,8.9,9.1,9.6
612,Panama2013,55.8,70.04,5.1,2.5,5,3.8,7.9,4.5,4.7,5,4.4,5.9,3.7,3.3
613,Papua New Guinea2013,84.9,68.8,6.6,7.1,6.6,6.9,9.1,7.5,7.1,8.9,6.2,7.6,5,6.3
614,Paraguay2013,71.8,68.87,6.1,7.9,6.5,5.1,8.6,4.9,7.9,6.1,6.1,6.1,2.4,4.2
615,Peru2013,72.3,68.49,7,6.7,7,4.1,7.8,6.1,7.1,6.4,5,5.9,4.7,4.5
616,Philippines2013,82.8,68.76,8.7,8,7.9,5.6,6.5,6.2,7.6,6.4,6.7,7.1,6.5,5.5
617,Poland2013,40.9,68.03,2.5,3.6,3.8,3.5,3.9,5,3.4,2.8,2.9,3.5,2.8,3.3
618,Portugal2013,32.6,68.36,1.6,1.3,2.3,5.4,3.4,2.6,2.1,3.5,2.7,2.8,1.6,3.3
619,Qatar2013,47.1,67.88,2.5,5,4.9,2.9,4.8,3.1,5.9,2,5.6,4.3,2.1,4
620,Romania2013,57.4,55.4,4.1,5.2,6.3,5.7,5.3,4.7,6.4,4.3,3.9,4.3,2.7,4.6
621,Russia2013,77.1,55.32,8.5,8,8.2,3.5,7,5.1,8.1,5.1,8.6,5.7,5.3,4
622,Rwanda2013,89.3,55.16,5.5,8.2,8.2,6.7,7.7,6.9,6.5,7.6,7.7,8.4,7.9,8
623,Samoa2013,68.7,52.8,5.5,5.1,4.8,5.9,6,8.8,6,4.8,4.5,6.8,2.5,8
624,Sao Tome and Principe2013,74.6,52.77,5.8,6.3,4.8,7.9,6.3,7.9,6.6,6.4,4.3,6.6,4.3,7.3
625,Saudi Arabia2013,72.7,52.54,7.2,8,7.4,3.6,6.4,3.1,7.8,4,8.9,5.5,5.2,5.6
626,Senegal2013,81.4,52.45,6.2,6.6,6.3,7.2,6.8,6.8,5.9,7.8,6.2,8.3,7,6.3
627,Serbia2013,74.4,49.34,6.5,8,8,6.5,5.9,4.7,6.3,4.7,5.5,4.7,6.6,7
628,Seychelles2013,64,49.04,6.4,5.7,4.8,5.2,6.6,4.9,6.3,3.5,5.2,5.2,3.3,6.9
629,Sierra Leone2013,91.2,49.12,5.4,7.9,5.9,8.6,8.5,8,7.3,9,6.1,9,8.1,7.4
630,Singapore2013,34,71.14,1.5,4,2.7,3,3.7,3.3,3.2,1.9,4.9,2.5,1.1,2.2
631,Slovenia2013,32.3,70.54,2.5,1.6,3.3,3.6,4.5,3.2,2.8,2.1,2.5,2.5,1.4,2.3
632,Solomon Islands2013,85.2,70.62,6.7,8,6.8,7.8,8.3,5.7,7.3,8,5.9,7.7,4.9,8.2
633,Somalia2013,113.9,70.24,9.7,10,9.3,9.4,8.4,8.9,9.5,9.8,10,9.5,10,9.4
634,South Africa2013,67.6,69.77,5.1,5.6,5.7,5.9,8,4.3,5.3,6.3,4.2,7.8,6.5,2.9
635,South Korea2013,35.4,68.89,2.1,3.6,3.1,2,2.9,3.9,2.9,1.9,2.6,3,2,5.4
636,Spain2013,44.4,69.08,4.1,6,5.8,5.5,4.1,3,3.3,3.3,2.2,2.8,2.3,2
637,Sri Lanka2013,92.9,69.85,8.5,9.3,9.5,5.9,7.8,7.3,8.2,5.5,9,6.8,8.4,6.8
638,Sudan2013,111,68.33,9.8,10,10,7.8,8.5,8.4,9.6,8.8,9.3,8.8,10,10
639,Suriname2013,71.2,68.2,5.8,5.8,6.1,7.1,7,7.6,6.1,5.3,5.4,5.7,3,6.3
640,Swaziland2013,85.6,43.28,6,7,3.6,8.9,7.5,6.3,8.7,7.8,8.3,9,4.9,7.5
641,Sweden2013,19.7,42.93,2.2,1.8,1,1.7,1.7,1.7,0.5,1.9,1.3,2.5,2.4,1
642,Switzerland2013,21.5,43.39,1.4,1,3.5,2.3,2.3,2.1,0.8,1.4,1.7,2.1,1.5,1.4
643,Syria2013,97.4,41.08,9.8,9.2,9.3,6.4,7.2,6.2,9.6,7,9.5,5.6,9.5,8.1
644,Tajikistan2013,85.2,41.26,7.4,8.3,6.7,8,6.2,5.9,9.1,6.3,8.2,7.4,5.3,6.4
645,Tanzania2013,81.1,40.98,5.5,5.7,6,6.8,6.4,6.4,6.2,8.8,6.2,8.6,6.8,7.7
646,Thailand2013,75.1,41.12,7.8,8.8,8.1,3.5,6.4,3.5,6.2,4.6,7.3,7.9,6.4,4.6
647,Timor-Leste2013,91.5,40.53,8.3,8.3,6.8,7.9,6.7,6.4,8,8.5,6,8.7,7.4,8.5
648,Togo2013,87.8,40.38,7.4,7.5,4.8,7.4,7.6,6.8,8.3,8.3,7.8,8.2,7.1,6.5
649,Trinidad and Tobago2013,62.6,40.16,5.7,5.6,4.4,4.6,6.1,7.8,5.6,5.2,5.2,5.3,3,4.2
650,Tunisia2013,76.5,69.64,7.2,7.8,7.8,6,6,5,7.9,5,8.4,4.9,4.2,6.3
651,Turkey2013,75.9,69.76,7.9,7.3,9,5.3,6.8,3.9,5.9,5.5,5.5,5.7,7.4,5.6
652,Turkmenistan2013,76.7,69.53,7.1,7.7,6.7,5.4,6.5,4.9,9.3,6.1,8.7,5.9,3.9,4.6
653,Uganda2013,96.6,68.05,8.2,8.6,8,7.4,7.8,6.7,8.1,8.3,7.9,9.1,8.4,8.2
654,Ukraine2013,65.9,68.23,4.4,8,5.9,5.4,5.3,5.7,7.8,3.6,5.7,4.7,3.2,6.2
655,United Arab Emirates2013,47.3,67.9,2.9,3.6,4.3,3.5,4.8,2.4,6.5,2.9,6.4,3.9,2.5,3.5
656,United Kingdom2013,33.2,68.46,2.7,3.5,5,4.1,3.6,2.1,1.6,2.3,1.8,2.5,2.7,1.3
657,Uruguay2013,38.4,68.68,3.7,2.7,2.8,3.6,4.4,4.7,1.7,3.4,2.3,3.8,1.9,3.5
658,Uzbekistan2013,86.9,68.43,7.9,8.7,7.5,7.2,7.6,6.3,9,5.4,9.2,6.7,6,5.4
659,Venezuela2013,75.3,67.2,6.5,7.3,6.4,5.4,6.9,5.8,7.6,6.5,7.7,5.4,4.8,4.9
660,Yemen2013,107,84.6,9.8,9.5,9,9.2,8.1,7.4,9.3,8.7,8.7,9.3,9.2,8.7
661,Zambia2013,86.6,82.33,5,5.7,6,8.3,8,7.4,8,7.6,6.7,9.3,7.4,7.2
662,Zimbabwe2013,105.2,82.12,8.4,9.7,8.4,8.6,8.6,8.6,9.2,9.1,8.9,9.2,8.7,7.8
663,Afghanistan2012,106,80.52,9.7,9.4,9.4,7.7,8.1,7.4,9.5,8.5,8.5,8.9,9,10
664,Albania2012,66.1,81.55,5.4,6.6,5.1,5.6,5.1,6.8,7.3,4.9,5.5,5,2.8,6
665,Algeria2012,78.1,81.07,7.1,6.8,8.1,5.5,6.5,5.4,7.2,5.9,7.4,6.1,6.5,5.5
