,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
1272,1.1,1.1,1.3,2.3,2.2,1.1,18.3,1.0,1.3,1.5,1.9,1.6,1.9,Norway2009
1273,5.0,6.6,3.0,4.4,2.3,1.3,47.2,6.0,4.5,6.4,4.5,1.0,2.2,Oman2009
1274,9.5,9.6,9.6,6.4,8.8,8.3,104.1,9.1,7.5,8.9,8.3,8.6,9.5,Pakistan2009
1275,5.1,3.0,4.6,5.6,7.3,5.0,59.7,4.7,5.5,4.7,6.6,3.4,4.2,Panama2009
1276,6.7,7.1,7.3,6.8,8.9,7.6,84.1,7.7,8.1,6.5,7.5,4.0,5.9,Papua New Guinea2009
1277,5.3,7.5,6.5,5.9,7.9,6.0,72.0,7.9,6.0,6.9,6.4,1.3,4.4,Paraguay2009
1278,7.2,6.9,6.4,5.6,8.2,7.3,77.1,6.9,6.3,5.5,6.6,4.5,5.7,Peru2009
1279,7.7,7.9,7.5,6.0,7.6,7.2,85.8,8.5,6.1,7.0,7.2,6.3,6.8,Philippines2009
1280,2.3,3.7,3.2,4.8,4.9,6.1,49.6,4.4,3.9,4.0,4.9,3.0,4.4,Poland2009
1281,1.1,1.2,2.6,4.2,3.9,2.3,32.7,1.6,3.8,3.7,3.9,1.4,3.0,Portugal2009
1282,2.5,5.0,5.2,4.4,5.3,3.3,51.9,6.5,2.6,4.5,4.7,3.2,4.7,Qatar2009
1283,4.3,5.1,5.5,5.3,5.8,5.1,61.3,6.2,5.0,4.5,5.6,3.4,5.5,Romania2009
1284,6.9,8.0,7.5,4.6,8.1,6.2,80.8,8.0,5.7,8.3,7.0,5.9,4.6,Russia2009
1285,4.6,8.0,8.7,7.5,7.3,7.2,89.0,7.9,7.3,7.3,9.3,6.9,7.0,Rwanda2009
1286,6.0,5.5,5.2,5.8,6.8,8.2,71.4,6.6,5.0,4.7,6.5,3.0,8.1,Samoa2009
1287,5.6,6.3,5.0,7.9,6.1,7.3,76.7,7.3,7.5,5.3,8.0,4.0,6.4,Sao Tome and Principe2009
1288,8.0,7.8,8.0,2.7,7.0,3.4,77.5,8.4,4.3,8.9,6.5,6.0,6.5,Saudi Arabia2009
1289,5.9,4.0,6.3,6.5,7.5,5.6,74.2,6.0,7.3,6.0,7.4,6.0,5.7,Senegal2009
1290,5.6,6.0,5.0,4.8,6.8,4.7,67.7,7.1,4.6,5.9,6.3,4.4,6.5,Seychelles2009
1291,6.1,7.7,6.6,8.6,8.4,8.5,92.1,7.4,8.7,7.0,8.9,6.9,7.3,Sierra Leone2009
1292,1.0,4.1,3.1,3.2,3.0,2.7,33.8,4.0,1.5,4.3,3.0,1.1,2.8,Singapore2009
1293,2.7,1.3,3.4,3.6,5.2,3.5,36.3,3.0,3.2,3.2,3.6,1.3,2.3,Slovenia2009
1294,7.2,8.0,7.5,8.3,8.0,5.0,89.6,8.3,8.4,7.0,8.0,5.0,8.9,Solomon Islands2009
1295,10.0,10.0,9.7,9.5,7.7,8.5,114.7,10.0,9.9,9.9,9.8,9.9,9.8,Somalia2009
1296,4.3,5.9,5.3,4.6,8.5,4.3,67.4,5.5,5.7,4.5,8.4,7.4,3.0,South Africa2009
1297,1.4,3.6,4.1,2.1,2.4,5.0,41.6,4.1,2.2,2.7,4.0,3.5,6.5,South Korea2009
1298,5.2,5.7,6.2,4.0,5.2,1.7,43.3,1.3,2.6,2.7,3.9,2.6,2.2,Spain2009
1299,9.2,9.2,9.8,6.1,8.5,6.9,96.7,9.0,6.6,8.5,7.5,9.3,6.1,Sri Lanka2009
1300,9.7,9.5,9.9,7.0,9.6,9.0,112.4,9.8,9.5,9.8,9.0,9.8,9.8,Sudan2009
1301,6.2,5.8,6.2,6.3,7.9,6.9,73.2,6.7,5.0,6.0,6.2,3.9,6.1,Suriname2009
1302,6.8,6.9,4.0,8.0,6.0,6.0,82.4,8.8,7.8,7.5,9.2,4.0,7.4,Swaziland2009
1303,1.1,1.3,1.3,1.6,2.3,2.0,20.6,1.0,1.2,1.6,2.8,2.6,1.8,Sweden2009
1304,1.0,1.0,2.9,2.1,2.6,2.0,21.2,1.2,1.6,1.7,2.6,1.3,1.2,Switzerland2009
1305,7.8,7.8,8.2,6.8,8.0,6.8,89.8,8.8,5.7,8.6,6.1,9.2,6.0,Syria2009
1306,7.5,8.4,6.9,7.5,7.3,6.5,90.3,8.9,7.6,8.6,8.2,6.4,6.5,Tajikistan2009
1307,5.4,6.3,6.6,7.5,6.9,6.0,81.1,6.7,8.0,5.8,8.0,7.1,6.8,Tanzania2009
1308,7.5,8.0,8.0,3.8,7.7,4.5,79.2,8.2,5.4,6.9,6.9,6.5,5.8,Thailand2009
1309,9.0,8.8,7.3,8.4,6.8,5.7,97.2,9.4,8.4,7.0,8.4,9.0,9.0,Timor-Leste2009
1310,7.4,7.3,5.8,8.2,7.5,6.9,87.2,7.5,8.3,7.6,7.9,6.0,6.8,Togo2009
1311,5.7,5.6,4.9,4.5,7.6,7.1,66.7,6.1,5.4,5.6,5.8,3.1,5.3,Trinidad and Tobago2009
1312,6.2,6.0,5.4,4.9,7.2,5.3,67.6,6.6,6.1,7.4,5.9,3.2,3.4,Tunisia2009
1313,7.0,7.8,7.7,5.3,8.0,5.0,78.2,6.5,5.3,6.0,6.8,6.6,6.2,Turkey2009
1314,7.6,7.7,6.5,6.9,7.6,5.6,84.3,8.5,7.2,8.9,7.0,4.8,6.0,Turkmenistan2009
1315,8.2,8.2,8.0,7.6,8.7,6.5,96.9,8.0,8.0,7.7,8.7,9.3,8.0,Uganda2009
1316,3.3,7.9,6.9,5.5,6.4,7.1,69.7,7.2,4.2,5.5,6.1,3.0,6.6,Ukraine2009
1317,2.3,4.0,4.7,3.2,5.7,3.3,51.8,6.7,3.6,5.8,4.6,3.4,4.5,United Arab Emirates2009
1318,2.6,2.9,4.3,2.5,4.7,1.9,33.6,1.8,2.2,2.3,3.2,2.8,2.4,United Kingdom2009
1319,3.3,2.5,2.0,4.1,5.2,5.8,41.2,2.8,3.6,2.5,4.7,1.0,3.7,Uruguay2009
1320,9.0,9.0,7.4,7.2,8.7,7.0,92.8,9.0,6.6,9.2,7.9,5.3,6.5,Uzbekistan2009
1321,6.9,7.7,7.0,5.3,8.0,6.9,79.5,7.2,5.9,7.3,6.8,5.0,5.5,Venezuela2009
1322,8.4,9.0,7.7,8.2,8.9,7.4,98.1,8.3,8.5,7.7,8.8,7.9,7.3,Yemen2009
1323,5.2,5.7,5.3,8.5,7.1,7.0,84.2,7.8,8.4,5.6,9.0,7.1,7.5,Zambia2009
1324,9.7,9.5,9.1,10.0,9.7,10.0,114.0,9.8,9.8,9.9,9.8,9.1,7.6,Zimbabwe2009
1325,9.6,8.8,9.5,8.5,8.1,7.0,105.4,9.2,8.3,8.4,9.1,8.9,10.0,Afghanistan2008
1326,5.5,5.7,5.4,6.3,6.1,7.5,69.7,7.2,5.9,5.4,6.2,2.7,5.8,Albania2008
1327,6.7,6.2,7.2,4.0,7.3,5.9,77.8,7.5,6.8,7.6,6.1,6.8,5.7,Algeria2008
1328,6.2,7.5,5.9,4.0,9.0,5.0,83.8,8.4,7.6,7.5,8.6,6.9,7.2,Angola2008
1329,5.2,4.6,4.9,4.6,6.9,7.9,64.1,6.0,4.9,5.5,4.9,3.3,5.4,Antigua and Barbuda2008
1330,1.9,2.7,4.0,4.5,5.2,4.0,41.4,3.4,3.9,3.7,3.8,1.5,2.8,Argentina2008
1331,4.5,6.0,5.0,5.6,6.0,6.7,70.7,6.5,6.0,5.5,5.8,7.5,5.6,Armenia2008
1332,0.9,1.5,3.5,2.3,4.4,1.1,24.6,1.0,1.4,2.5,2.9,2.0,1.1,Australia2008
1333,1.0,2.0,3.5,1.9,4.9,1.1,25.9,1.3,1.4,1.5,2.8,2.2,2.3,Austria2008
1334,7.2,7.5,7.3,5.9,7.0,5.3,81.0,8.1,5.5,6.9,6.0,7.8,6.5,Azerbaijan2008
1335,3.7,6.0,6.0,3.3,5.0,3.7,56.8,7.0,3.4,4.7,5.3,3.1,5.6,Bahrain2008
1336,8.3,9.6,9.7,7.1,9.0,8.4,100.3,9.1,7.8,8.0,9.8,7.1,6.4,Bangladesh2008
1337,5.3,4.8,5.5,5.0,7.0,6.9,58.5,5.9,2.6,3.0,4.1,3.3,5.1,Barbados2008
1338,6.5,8.5,6.7,6.7,7.2,5.0,84.4,9.3,6.6,8.8,7.7,4.3,7.1,Belarus2008
1339,1.6,3.0,4.7,2.5,4.6,1.1,29.0,1.8,1.4,1.5,3.2,1.6,2.0,Belgium2008
1340,5.7,5.0,5.2,5.8,7.6,6.9,70.2,6.5,5.7,3.8,6.8,5.5,5.7,Belize2008
1341,5.2,3.8,4.0,7.0,7.4,6.7,72.8,6.7,8.1,5.2,6.9,5.2,6.6,Benin2008
1342,4.6,7.7,7.0,7.8,8.7,6.7,85.4,7.7,6.7,8.3,6.5,7.5,6.2,Bhutan2008
1343,6.2,8.5,7.3,6.4,8.5,7.0,84.2,7.4,7.6,7.0,7.7,4.2,6.4,Bolivia2008
1344,7.3,8.6,8.5,5.5,7.2,6.0,84.3,7.9,5.4,5.3,6.1,8.0,8.5,Bosnia and Herzegovina2008
1345,3.9,2.8,3.4,5.3,6.9,6.0,65.9,5.4,6.2,4.8,9.2,6.0,6.0,Botswana2008
1346,7.1,4.9,6.1,3.7,8.8,5.0,67.6,6.2,6.0,5.6,6.3,3.3,4.6,Brazil2008
1347,6.3,7.4,6.7,3.2,7.4,4.2,68.5,7.7,3.3,6.8,5.9,4.9,4.7,Brunei Darussalam2008
1348,5.2,3.9,4.0,4.3,6.0,5.7,58.5,5.4,4.6,4.7,5.1,4.1,5.5,Bulgaria2008
1349,7.6,7.7,6.4,8.1,8.9,6.6,89.9,7.6,8.9,6.6,8.6,5.6,7.3,Burkina Faso2008
1350,6.8,7.8,6.7,8.0,8.8,6.5,94.1,7.1,9.0,7.5,9.1,8.2,8.6,Burundi2008
1351,6.2,7.2,7.5,6.6,7.2,8.0,85.8,8.3,7.6,7.1,7.8,5.7,6.6,Cambodia2008
1352,7.8,8.2,7.1,6.1,8.7,7.9,91.2,8.7,7.6,7.4,7.4,7.1,7.2,Cameroon2008
1353,1.0,1.8,3.0,1.5,5.0,2.1,26.3,1.5,1.2,2.0,3.3,2.4,1.5,Canada2008
1354,5.8,6.4,4.8,7.8,6.2,8.2,80.7,7.3,7.2,6.4,7.9,4.8,7.9,Cape Verde2008
1355,9.4,9.4,8.9,8.4,8.8,5.5,103.7,9.2,8.6,8.7,9.0,8.8,9.0,Central African Republic2008
1356,9.8,9.8,9.7,8.3,9.1,7.8,110.9,9.7,9.4,9.5,9.1,9.2,9.5,Chad2008
1357,2.0,1.5,3.9,3.7,4.6,2.1,36.3,2.0,3.8,3.9,3.8,2.0,3.0,Chile2008
1358,5.2,7.0,7.8,4.0,9.0,6.3,80.3,8.3,6.6,8.9,8.8,5.1,3.3,China2008
1359,8.0,8.3,7.4,3.8,8.4,8.4,89.0,7.9,6.0,7.2,6.8,9.2,7.6,Colombia2008
1360,7.0,6.7,5.3,7.3,6.1,6.0,79.6,8.1,8.5,6.9,6.7,3.6,7.4,Comoros2008
1361,2.2,3.3,4.0,4.6,6.6,4.8,50.9,4.1,3.5,3.5,5.6,4.2,4.5,Costa Rica2008
1362,9.2,8.9,9.5,8.5,8.0,8.4,104.6,8.9,7.8,9.0,8.4,8.3,9.7,Cote d'Ivoire2008
1363,3.9,3.9,5.7,5.3,5.5,5.0,59.4,4.4,4.1,4.5,5.1,6.3,5.7,Croatia2008
1364,7.7,7.0,5.5,6.1,7.2,6.8,78.6,7.6,4.0,7.8,6.5,4.7,7.7,Cuba2008
1365,5.0,8.4,8.3,4.2,7.5,5.2,69.7,5.5,3.8,3.5,4.9,4.2,9.2,Cyprus2008
1366,2.0,3.5,3.2,3.4,3.9,4.8,42.1,3.7,3.8,3.5,3.8,3.1,3.4,Czech Republic2008
1367,1.0,1.0,2.5,2.1,1.9,2.0,21.5,1.0,1.4,1.5,3.2,1.9,2.0,Denmark2008
1368,6.5,6.9,5.5,7.1,6.2,5.2,80.0,7.4,7.3,6.2,7.7,6.4,7.6,Djibouti2008
1369,6.1,7.0,6.1,5.6,8.1,8.3,78.4,5.8,6.9,7.0,6.5,5.4,5.6,Dominican Republic2008
1370,6.7,7.9,6.5,5.9,7.8,7.3,80.3,7.1,6.8,6.4,6.2,6.0,5.7,Ecuador2008
1371,6.1,8.4,7.7,6.9,7.8,6.2,88.7,9.0,6.3,8.5,7.5,6.3,8.0,Egypt2008
1372,6.3,3.9,6.0,6.0,7.6,7.0,75.5,7.0,6.5,7.0,7.4,5.6,5.2,El Salvador2008
1373,9.0,8.5,7.0,3.9,9.2,7.4,88.0,9.4,8.3,9.5,7.8,2.0,6.0,Equatorial Guinea2008
1374,7.5,7.2,5.6,8.5,5.9,6.0,87.4,8.4,7.9,7.4,8.6,7.1,7.3,Eritrea2008
1375,2.6,5.7,5.1,3.7,4.9,4.0,51.0,4.8,3.8,3.5,4.8,4.8,3.3,Estonia2008
1376,7.5,8.9,7.8,8.2,8.6,7.5,96.1,7.9,7.5,8.5,8.9,7.5,7.3,Ethiopia2008
1377,7.0,8.2,7.5,5.9,7.5,6.0,76.6,8.7,4.4,5.9,5.9,4.0,5.6,Fiji2008
1378,0.9,0.7,1.0,2.0,1.9,2.1,18.4,0.9,1.2,1.5,2.6,1.6,2.0,Finland2008
1379,1.0,1.8,6.0,3.0,5.5,2.0,34.8,1.7,1.4,3.2,4.1,3.1,2.0,France2008
1380,5.6,7.2,3.0,5.2,8.1,6.0,75.0,7.5,7.0,6.5,6.9,6.2,5.8,Gabon2008
1381,7.7,8.3,8.1,5.4,6.9,5.7,83.8,8.4,5.9,5.9,6.3,6.8,8.4,Georgia2008
1382,2.5,1.8,4.9,2.8,5.3,2.8,37.3,2.3,1.9,2.7,3.9,4.3,2.1,Germany2008
1383,2.4,3.9,5.1,5.0,6.8,8.0,64.6,5.5,6.9,4.5,6.8,5.0,4.7,Ghana2008
1384,3.1,1.6,4.3,3.7,5.0,5.0,45.4,4.0,3.6,3.9,4.9,2.6,3.7,Greece2008
1385,5.4,5.7,4.9,5.8,7.1,7.9,69.0,6.5,4.1,4.9,5.7,3.0,8.0,Grenada2008
1386,7.3,6.0,6.9,6.7,8.0,6.7,80.6,7.2,6.6,7.1,6.8,6.0,5.3,Guatemala2008
1387,8.4,8.6,8.5,8.6,8.6,8.3,101.8,9.7,9.0,8.9,7.9,7.4,7.9,Guinea2008
1388,6.7,5.1,5.7,6.4,7.8,7.9,72.2,6.4,5.7,5.4,6.3,3.6,5.2,Guyana2008
1389,8.9,8.9,8.0,8.3,8.2,8.0,99.3,9.0,8.8,8.9,8.5,4.2,9.6,Haiti2008
1390,6.2,6.3,5.3,7.2,8.7,6.5,74.9,7.4,6.6,6.1,7.2,2.0,5.4,Honduras2008
1391,1.9,5.3,3.4,4.3,6.1,5.0,50.9,5.7,3.8,4.0,3.7,3.4,4.3,Hungary2008
1392,1.0,0.8,1.0,3.0,2.8,3.2,20.9,1.3,1.3,2.1,1.0,0.9,2.5,Iceland2008
1393,6.6,6.0,7.0,4.6,8.9,6.9,72.9,4.8,6.7,6.0,8.0,3.2,4.2,India2008
1394,7.1,7.0,5.9,6.3,8.0,7.5,83.3,6.8,6.7,6.8,7.0,7.3,6.9,Indonesia2008
1395,8.5,9.0,7.3,4.3,7.4,5.0,85.7,8.0,5.8,8.7,6.5,8.7,6.5,Iran2008
1396,9.9,9.8,9.8,7.8,8.5,9.3,110.6,9.4,8.5,9.6,9.0,9.0,10.0,Iraq2008
1397,1.0,1.0,1.0,2.0,3.0,2.0,19.9,1.5,2.0,1.5,1.9,1.5,1.5,Ireland2008
1398,3.7,3.3,4.0,3.8,4.5,3.0,39.9,3.8,2.5,2.1,3.7,3.5,2.0,Italy2008
1399,5.6,4.0,4.3,6.0,6.5,6.5,65.7,6.9,6.0,5.4,6.1,2.4,6.0,Jamaica2008
1400,2.0,1.7,3.8,2.3,2.5,2.0,29.7,1.8,1.2,3.4,4.3,1.1,3.6,Japan2008
1401,6.0,6.5,6.5,6.6,7.5,4.7,77.3,6.0,5.6,6.7,6.7,7.8,6.7,Jordan2008
1402,6.5,7.8,5.2,6.0,6.5,4.0,72.4,7.7,5.5,6.8,6.2,3.6,6.6,Kazakhstan2008
1403,7.1,8.4,7.6,6.9,8.1,8.0,93.4,8.2,7.4,7.2,8.7,8.5,7.3,Kenya2008
1404,5.1,6.9,4.7,2.9,6.1,4.1,62.0,6.7,3.3,7.0,5.5,4.4,5.3,Kuwait2008
1405,8.1,7.5,6.8,7.5,8.0,7.4,88.8,8.4,6.5,7.9,7.5,5.8,7.4,Kyrgyz Republic2008
1406,8.2,8.6,6.8,7.1,5.7,6.6,88.7,8.2,8.0,8.9,8.0,5.7,6.9,Laos2008
1407,3.0,4.4,4.6,5.0,6.0,5.0,54.5,4.7,4.2,3.8,4.9,4.9,4.0,Latvia2008
1408,9.3,9.4,9.4,6.3,7.4,7.1,95.7,8.0,6.7,7.0,7.2,9.0,8.9,Lebanon2008
1409,6.3,6.9,5.6,8.2,5.6,6.0,81.7,7.6,8.5,6.8,9.1,4.6,6.5,Lesotho2008
1410,6.7,7.9,6.0,8.3,8.3,6.5,91.0,7.0,8.5,6.7,8.1,8.4,8.6,Liberia2008
1411,5.6,7.0,5.6,5.3,7.3,4.0,70.0,7.4,4.5,8.1,6.2,4.0,5.0,Libya2008
1412,2.0,3.0,3.9,4.5,6.2,5.4,48.7,4.4,3.5,3.5,4.9,3.1,4.3,Lithuania2008
1413,2.0,3.0,3.7,1.8,2.5,1.2,27.9,3.3,2.6,1.6,2.1,1.8,2.3,Luxembourg2008
1414,5.8,6.6,7.4,6.0,7.4,7.0,74.6,7.6,5.1,5.3,5.4,4.6,6.4,Macedonia2008
1415,5.8,7.0,5.1,7.4,7.2,5.0,76.7,6.0,8.7,6.0,8.5,2.5,7.5,Madagascar2008
1416,5.4,7.6,6.0,9.1,8.8,8.2,92.9,8.0,9.0,7.8,9.0,6.2,7.8,Malawi2008
1417,6.3,5.7,5.9,4.2,6.9,3.6,67.2,5.9,5.1,6.5,6.3,5.0,5.8,Malaysia2008
1418,6.3,7.6,4.9,7.1,4.9,7.0,80.4,7.6,7.1,7.7,7.7,6.5,6.0,Maldives2008
1419,5.9,3.7,6.1,8.5,6.6,7.4,75.6,4.7,8.6,4.6,8.5,4.4,6.6,Mali2008
1420,4.3,1.6,3.9,3.5,4.5,4.6,48.3,4.3,3.4,3.5,3.8,6.1,4.8,Malta2008
1421,7.2,7.6,8.0,7.8,7.0,5.0,86.1,6.6,8.1,6.9,8.4,6.2,7.3,Mauritania2008
1422,3.5,3.0,3.5,3.8,5.9,2.1,42.4,5.1,4.1,3.9,3.6,1.1,2.8,Mauritius2008
1423,5.8,4.8,5.8,6.0,8.4,7.0,72.2,6.1,5.7,5.1,7.0,4.0,6.5,Mexico2008
1424,6.5,7.7,7.3,7.2,7.2,8.4,85.7,8.3,7.0,7.1,7.0,4.7,7.3,Moldova2008
1425,4.8,4.7,4.1,5.5,5.4,2.1,57.8,6.0,5.3,6.2,5.8,1.0,6.9,Mongolia2008
1426,4.6,6.0,6.1,4.0,4.3,2.5,55.8,4.3,3.6,5.6,5.4,4.1,5.3,Montenegro2008
1427,5.1,5.7,6.8,6.6,7.6,6.2,75.8,7.3,6.0,6.6,6.6,7.1,4.2,Morocco2008
1428,5.8,5.6,4.7,7.4,7.2,7.8,76.8,7.3,8.0,7.0,7.8,2.2,6.0,Mozambique2008
1429,9.3,8.7,9.5,7.6,9.0,6.0,100.3,9.5,8.3,9.9,8.5,8.5,5.5,Myanmar2008
1430,5.5,3.2,5.4,6.0,8.9,7.6,72.9,4.7,7.1,6.0,7.2,5.0,6.3,Namibia2008
1431,8.5,8.3,9.0,8.2,9.2,6.1,94.2,8.3,7.0,8.8,8.1,5.5,7.2,Nepal2008
1432,1.0,1.0,4.9,2.0,3.7,2.2,27.3,1.3,1.4,1.4,3.4,3.0,2.0,Netherlands2008
1433,1.0,1.0,2.9,3.0,4.0,2.1,21.4,1.1,1.4,1.5,1.1,1.2,1.1,New Zealand2008
1434,6.5,7.1,6.5,7.5,8.4,6.8,81.7,6.3,7.5,5.4,7.5,5.7,6.5,Nicaragua2008
1435,7.5,6.7,9.2,9.2,7.2,6.0,94.5,8.4,9.1,7.9,9.5,6.0,7.8,Niger2008
1436,9.2,9.3,9.4,5.9,9.2,8.2,95.7,8.9,8.7,7.5,8.2,5.1,6.1,Nigeria2008
1437,1.0,1.0,1.0,1.8,2.0,1.1,16.8,1.0,1.3,1.5,2.0,1.6,1.5,Norway2008
1438,5.3,6.9,3.0,3.9,2.0,1.1,47.4,6.3,4.4,6.6,4.6,1.3,2.0,Oman2008
1439,9.6,9.8,9.5,6.2,8.8,8.1,103.8,9.5,7.1,9.5,8.0,8.6,9.1,Pakistan2008
1440,5.0,2.9,4.4,5.6,7.5,5.0,58.6,4.6,5.4,4.7,6.4,3.1,4.0,Panama2008
1441,7.0,6.7,8.0,7.3,9.0,7.9,84.6,7.8,7.8,6.1,7.5,3.5,6.0,Papua New Guinea2008
1442,5.0,7.7,6.2,6.2,7.7,6.0,72.3,8.3,6.0,7.1,6.6,1.3,4.2,Paraguay2008
1443,7.4,7.0,6.9,5.7,8.1,7.5,77.5,6.4,6.4,5.5,6.9,4.2,5.5,Peru2008
1444,7.4,7.8,7.0,5.9,7.6,7.2,83.4,8.3,5.9,6.8,6.9,5.7,6.9,Philippines2008
1445,2.0,3.3,3.2,4.3,4.8,6.4,47.6,4.2,3.8,3.8,4.8,3.0,4.0,Poland2008
1446,1.0,1.3,2.5,3.8,3.6,2.1,31.8,1.5,4.0,3.5,4.3,1.0,3.2,Portugal2008
1447,2.3,4.9,5.3,4.6,5.0,3.3,52.7,6.8,2.6,5.0,4.7,3.3,4.9,Qatar2008
1448,3.4,4.7,5.2,5.2,6.1,5.2,59.9,5.9,5.2,4.8,5.3,3.5,5.4,Romania2008
1449,7.0,8.0,7.5,3.7,7.9,6.5,79.7,7.9,5.9,8.7,7.0,5.4,4.2,Russia2008
1450,4.6,7.8,8.5,7.3,7.4,7.5,88.0,8.2,6.8,7.3,9.1,7.0,6.5,Rwanda2008
1451,6.3,5.4,5.0,6.1,6.9,8.2,72.4,6.7,4.8,4.6,6.8,3.2,8.4,Samoa2008
1452,5.8,6.2,5.1,8.3,6.1,7.4,78.3,7.4,7.9,5.3,7.9,4.5,6.4,Sao Tome and Principe2008
1453,7.3,7.7,7.7,2.3,7.0,3.4,76.9,8.8,4.3,9.1,6.3,6.2,6.8,Saudi Arabia2008
1454,6.0,4.0,6.0,6.0,7.1,5.1,70.9,5.7,7.0,6.0,7.0,5.5,5.5,Senegal2008
1455,6.0,6.5,5.4,3.9,6.8,4.7,69.5,7.6,4.1,6.3,6.7,4.8,6.7,Seychelles2008
1456,6.4,7.5,6.9,8.7,8.2,8.4,92.3,7.7,8.2,7.0,8.6,7.4,7.3,Sierra Leone2008
1457,1.0,4.0,3.0,3.1,2.9,2.7,33.3,4.0,1.5,4.3,2.9,1.1,2.8,Singapore2008
1458,3.0,1.1,3.4,3.0,5.2,3.5,37.1,3.2,3.5,3.5,4.0,1.7,2.0,Slovenia2008
1459,7.7,8.8,8.0,8.0,8.0,5.1,92.4,8.7,8.5,7.1,8.7,4.8,9.0,Solomon Islands2008
1460,10.0,10.0,9.5,9.4,7.5,8.3,114.2,10.0,10.0,9.9,9.8,9.8,10.0,Somalia2008
1461,3.9,4.4,4.9,4.2,8.5,4.0,62.7,5.0,5.7,4.2,8.4,7.0,2.5,South Africa2008
1462,1.0,3.3,4.0,1.6,2.4,5.3,40.6,3.9,2.0,2.7,4.0,3.9,6.5,South Korea2008
1463,5.2,5.6,6.2,3.4,5.0,1.6,41.6,1.4,2.4,2.8,3.9,2.1,2.0,Spain2008
1464,9.3,9.5,9.8,6.0,8.2,6.9,95.6,9.2,6.6,8.0,7.0,9.0,6.1,Sri Lanka2008
1465,9.8,9.9,10.0,7.3,9.3,8.8,113.0,10.0,9.5,9.9,9.0,9.6,9.9,Sudan2008
1466,6.0,5.4,6.1,6.2,8.3,6.7,72.4,6.4,4.9,6.0,6.5,3.9,6.0,Suriname2008
1467,6.5,6.9,4.0,7.8,6.1,5.5,80.0,8.5,7.5,7.5,8.8,4.0,6.9,Swaziland2008
1468,0.9,1.0,1.3,1.2,2.1,2.0,19.8,1.0,1.2,1.4,3.2,3.0,1.5,Sweden2008
1469,1.0,1.0,2.6,1.5,2.6,2.0,20.3,1.0,1.4,1.7,2.9,1.7,0.9,Switzerland2008
1470,7.6,7.7,8.0,6.8,8.1,6.8,90.1,8.8,5.7,8.8,6.5,9.0,6.3,Syria2008
1471,7.8,8.6,6.5,7.0,7.3,6.4,88.9,9.2,7.1,8.8,7.9,6.1,6.2,Tajikistan2008
1472,5.7,5.8,6.4,7.2,6.9,6.0,79.1,6.3,7.6,5.8,7.4,7.0,7.0,Tanzania2008
1473,7.0,7.7,7.7,3.6,7.5,4.4,75.6,7.7,5.5,6.2,6.8,6.0,5.5,Thailand2008
1474,8.8,8.5,7.1,8.2,6.5,5.3,93.8,9.0,8.0,6.9,8.1,8.6,8.8,Timor-Leste2008
1475,7.8,7.5,6.0,8.2,7.5,6.5,86.8,7.2,8.0,7.9,7.7,5.6,6.9,Togo2008
1476,5.7,5.9,5.2,4.0,7.7,6.7,67.0,6.4,5.5,5.4,5.5,3.6,5.4,Trinidad and Tobago2008
1477,5.9,6.2,5.1,4.3,7.2,5.1,65.6,6.6,5.9,7.3,5.6,3.4,3.0,Tunisia2008
1478,6.7,7.5,7.6,4.6,8.2,5.0,75.4,6.0,5.2,5.5,6.7,6.2,6.2,Turkey2008
1479,8.3,7.9,6.2,7.1,7.3,5.6,86.2,8.7,7.7,9.6,7.0,4.5,6.3,Turkmenistan2008
1480,8.1,7.8,8.3,7.6,8.5,6.0,96.1,8.3,7.9,7.9,8.7,9.3,7.7,Uganda2008
1481,3.0,7.9,7.2,5.0,6.7,7.3,70.8,7.3,4.5,5.9,6.5,3.2,6.3,Ukraine2008
1482,1.9,3.8,4.3,2.6,5.5,3.4,51.2,7.0,3.9,5.9,5.0,3.6,4.3,United Arab Emirates2008
1483,3.0,2.7,4.5,1.7,4.5,2.0,32.9,2.0,1.8,2.6,3.0,3.0,2.1,United Kingdom2008
1484,3.0,2.3,2.0,3.7,5.1,5.9,41.4,2.9,4.0,2.5,5.1,1.1,3.8,Uruguay2008
1485,9.0,9.2,7.1,7.7,8.6,7.1,93.4,9.3,6.8,9.2,7.7,5.4,6.3,Uzbekistan2008
1486,6.6,7.5,6.8,4.6,8.0,6.9,77.9,7.1,6.3,7.4,6.5,5.0,5.2,Venezuela2008
1487,8.2,8.9,7.3,8.2,8.8,7.2,95.4,8.0,8.3,7.5,8.6,7.2,7.2,Yemen2008
1488,5.5,5.5,5.2,8.1,7.4,6.7,81.6,7.8,7.9,5.8,8.8,6.4,6.5,Zambia2008
1489,9.5,9.3,9.5,10.0,9.6,10.0,112.5,9.5,9.6,9.8,9.7,9.0,7.0,Zimbabwe2008
1490,9.0,8.5,9.1,8.3,8.0,7.0,102.3,8.8,8.0,8.2,8.5,8.9,10.0,Afghanistan2007
1491,5.5,5.4,5.4,6.8,6.1,7.5,70.5,7.4,6.2,5.4,6.5,2.7,5.6,Albania2007
1492,6.4,5.9,7.0,3.5,7.3,5.6,75.9,7.3,7.0,7.4,6.1,6.7,5.7,Algeria2007
1493,6.2,7.5,5.9,4.2,8.7,5.0,84.9,8.6,7.7,7.5,8.5,7.5,7.6,Angola2007
