,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
374,1.8,1.4,3.4,2.2,1.8,2.0,22.8,0.8,1.7,1.6,2.8,1.4,1.9,Denmark2014
375,6.9,7.6,6.4,7.2,7.5,5.5,87.1,7.9,7.7,6.9,8.1,7.4,8.0,Djibouti2014
376,4.9,6.5,6.1,5.5,6.6,7.9,73.4,5.7,6.5,5.8,6.5,5.6,5.8,Dominican Republic2014
377,6.4,8.2,7.5,5.6,7.1,6.5,77.3,6.9,6.6,5.0,5.9,5.7,5.9,Ecuador2014
378,7.9,9.4,8.6,7.9,6.8,5.1,91.0,9.0,5.7,9.7,7.1,6.4,7.4,Egypt2014
379,6.1,4.3,6.0,6.2,6.9,6.6,72.0,5.6,6.4,5.8,7.1,5.6,5.4,El Salvador2014
380,7.2,8.2,6.6,4.2,8.8,6.3,85.3,9.7,7.4,9.5,8.0,3.6,5.8,Equatorial Guinea2014
381,7.6,8.1,6.4,8.0,7.2,7.5,95.5,8.8,8.4,9.2,8.5,7.3,8.5,Eritrea2014
382,2.8,5.5,6.2,3.8,4.0,3.8,45.2,3.5,3.3,2.5,3.6,3.2,3.0,Estonia2014
383,8.1,8.7,8.9,7.4,7.3,6.7,97.9,7.1,8.9,8.0,9.4,9.0,8.4,Ethiopia2014
384,7.0,7.9,7.3,7.0,7.1,7.3,79.0,7.8,4.8,7.2,5.0,3.7,6.9,Fiji2014
385,1.3,1.1,1.3,3.5,1.3,2.2,18.7,0.8,1.4,1.2,1.8,1.5,1.3,Finland2014
386,2.6,1.9,6.4,4.5,4.0,2.2,34.8,2.1,1.8,2.2,3.0,2.5,1.6,France2014
387,5.1,7.1,3.6,5.1,7.0,5.5,72.2,7.7,7.1,6.6,6.9,5.3,5.2,Gabon2014
388,7.6,9.5,8.0,6.3,6.2,5.5,82.7,8.7,5.1,6.1,4.9,7.2,7.6,Georgia2014
389,2.4,2.0,4.3,2.9,3.6,2.4,30.6,1.5,1.9,1.8,2.9,3.3,1.6,Germany2014
390,4.1,5.0,4.9,6.0,6.8,7.3,70.7,4.8,7.9,4.9,6.9,5.8,6.3,Ghana2014
391,4.2,3.5,5.1,6.5,4.0,4.1,52.1,6.4,3.6,3.7,3.5,1.9,5.6,Greece2014
392,5.3,5.6,3.9,6.1,5.6,8.2,65.2,6.2,3.9,4.0,5.5,3.5,7.4,Grenada2014
393,6.7,6.0,7.6,6.1,7.9,6.8,80.3,6.5,7.1,6.7,7.2,6.0,5.7,Guatemala2014
394,9.2,9.6,8.4,8.9,7.9,7.5,102.7,9.9,9.2,8.5,8.0,8.3,7.3,Guinea2014
395,5.5,5.1,6.2,6.7,6.5,8.8,71.0,5.6,6.3,4.1,5.9,4.1,6.2,Guyana2014
396,7.5,9.1,7.0,9.4,9.3,9.1,104.3,8.9,9.5,7.5,8.7,8.5,9.8,Haiti2014
397,6.4,7.0,6.1,6.6,7.8,6.3,77.9,7.0,6.7,6.0,6.7,4.2,7.1,Honduras2014
398,2.6,4.9,4.4,5.6,4.6,3.6,48.3,6.0,3.2,4.1,2.8,2.8,3.7,Hungary2014
399,1.3,1.8,1.0,3.9,1.9,3.1,25.9,1.2,1.9,1.4,1.9,1.6,4.9,Iceland2014
400,7.9,6.8,7.8,5.7,7.8,5.2,76.9,5.3,7.0,5.6,7.7,5.1,5.0,India2014
401,6.5,7.0,7.6,5.5,6.6,6.0,76.8,6.5,6.0,6.2,7.4,5.9,5.6,Indonesia2014
402,8.3,9.4,8.8,6.4,6.4,5.9,87.2,8.7,4.8,9.3,5.3,6.8,7.1,Iran2014
403,10.0,9.6,10.0,7.0,8.1,8.0,102.2,8.7,7.7,8.7,8.0,8.5,7.9,Iraq2014
404,2.1,1.3,1.6,4.2,2.7,3.1,26.1,1.8,2.2,1.2,2.5,1.4,2.0,Ireland2014
405,4.7,4.9,4.6,5.1,3.3,2.3,43.4,4.2,2.6,2.8,3.6,3.4,1.9,Italy2014
406,6.0,3.7,4.0,6.8,5.8,7.5,64.9,5.6,5.6,5.1,5.5,3.3,6.0,Jamaica2014
407,1.9,2.6,4.1,3.6,2.1,2.3,36.3,2.0,2.4,3.3,4.7,3.4,3.9,Japan2014
408,5.5,6.9,7.4,6.6,6.2,3.9,76.7,6.4,5.0,7.3,6.7,8.3,6.5,Jordan2014
409,6.0,7.6,6.5,5.9,5.0,3.9,68.5,7.7,4.8,7.2,5.1,3.8,5.0,Kazakhstan2014
410,8.2,9.3,9.3,7.9,8.0,7.8,99.0,8.4,8.2,6.8,8.7,8.2,8.2,Kenya2014
411,4.2,8.0,4.9,3.3,5.0,3.4,59.0,7.3,2.8,6.9,5.4,3.7,4.1,Kuwait2014
412,7.1,8.0,8.2,7.3,6.7,6.1,83.9,8.2,5.9,7.3,6.0,5.5,7.6,Kyrgyz Republic2014
413,6.3,8.3,6.0,5.8,6.6,7.1,84.3,8.6,7.4,8.0,7.4,5.9,6.9,Laos2014
414,3.3,4.3,5.8,4.3,4.6,4.1,48.0,4.2,3.7,3.3,3.7,3.2,3.5,Latvia2014
415,8.6,9.3,8.9,5.6,6.0,5.7,86.9,7.3,5.7,6.8,6.0,8.6,8.4,Lebanon2014
416,4.9,7.0,4.7,8.2,7.0,7.1,78.6,5.7,8.2,5.1,8.0,5.2,7.5,Lesotho2014
417,6.8,8.3,6.5,8.0,8.0,6.9,94.3,6.9,9.3,6.3,8.5,9.1,9.7,Liberia2014
418,9.2,8.1,7.5,6.1,6.4,5.5,87.8,8.5,7.4,8.7,5.7,5.7,9.0,Libya2014
419,2.7,3.0,4.0,4.8,5.3,4.0,43.2,3.5,3.7,2.7,3.6,2.9,3.0,Lithuania2014
420,2.3,3.4,2.8,1.8,1.8,2.4,24.6,1.6,1.6,1.3,2.0,1.7,1.9,Luxembourg2014
421,5.7,7.0,7.3,5.9,5.9,5.8,66.4,5.8,4.1,4.2,3.8,5.0,5.9,Macedonia2014
422,6.8,7.6,4.9,7.9,8.2,5.8,83.1,7.3,8.8,5.8,8.2,4.2,7.6,Madagascar2014
423,5.1,7.7,5.7,8.3,8.1,8.4,89.1,7.6,8.1,6.5,8.8,6.4,8.4,Malawi2014
424,6.5,7.0,6.2,3.9,5.6,4.8,66.2,6.6,4.6,6.9,5.5,4.5,4.1,Malaysia2014
425,5.8,8.3,4.9,6.7,4.2,5.9,75.4,8.4,6.4,7.4,5.7,5.0,6.7,Maldives2014
426,8.0,4.9,7.5,7.9,7.1,8.1,89.8,5.9,8.6,6.8,9.0,7.5,8.5,Mali2014
427,3.7,2.0,4.0,3.9,3.2,4.3,43.0,3.8,2.6,3.6,3.1,4.9,3.9,Malta2014
428,7.7,8.5,7.2,7.7,6.8,6.0,93.0,7.4,8.6,7.7,8.4,8.8,8.2,Mauritania2014
429,3.1,3.2,3.5,4.4,4.6,3.9,46.1,3.8,4.1,3.7,4.4,2.5,4.9,Mauritius2014
430,7.6,5.1,6.1,4.9,6.9,5.6,71.1,5.8,6.3,6.0,6.7,4.3,5.8,Mexico2014
431,6.9,7.8,6.2,6.6,5.6,6.6,75.1,6.6,5.4,5.7,5.6,4.7,7.4,Moldova2014
432,4.3,5.5,4.0,4.6,6.5,2.8,58.1,4.8,6.0,5.1,5.8,2.5,6.2,Mongolia2014
433,4.3,6.3,7.0,4.9,3.2,3.3,55.7,4.3,3.9,4.5,3.6,4.8,5.6,Montenegro2014
434,6.0,6.6,6.8,5.6,6.6,7.3,74.4,6.6,5.9,6.5,5.7,5.6,5.2,Morocco2014
435,6.6,6.6,5.4,8.1,8.3,7.4,85.9,7.5,8.7,6.4,8.9,4.9,7.1,Mozambique2014
436,8.0,8.6,9.3,7.0,8.1,5.3,94.3,9.3,8.3,8.0,7.3,8.2,6.9,Myanmar2014
437,4.6,3.5,5.6,6.8,8.4,6.8,71.5,4.1,7.0,4.6,7.1,5.8,7.2,Namibia2014
438,7.3,8.3,9.0,7.1,7.8,6.2,91.0,7.6,7.4,7.6,7.8,7.6,7.3,Nepal2014
439,2.1,2.6,4.1,3.7,2.4,2.4,28.6,1.0,1.8,1.2,3.3,2.4,1.6,Netherlands2014
440,1.4,1.1,3.8,3.9,3.1,2.2,24.1,0.5,2.1,1.1,2.4,1.2,1.3,New Zealand2014
441,5.3,6.8,6.2,6.5,7.6,7.8,78.4,7.6,6.9,5.1,5.9,5.1,7.6,Nicaragua2014
442,8.4,8.9,7.5,8.1,7.9,6.6,97.9,7.8,9.3,7.3,9.3,8.2,8.6,Niger2014
443,9.5,9.5,9.8,7.3,8.9,7.0,99.7,8.8,9.0,8.7,8.3,6.9,6.0,Nigeria2014
444,2.8,1.1,3.7,2.0,1.7,1.9,23.0,0.5,1.7,1.6,2.3,2.2,1.5,Norway2014
445,5.0,6.6,2.7,4.8,3.9,2.1,53.1,6.4,4.1,7.4,5.3,2.3,2.5,Oman2014
446,9.9,9.5,10.0,7.5,7.6,6.9,103.0,8.5,7.6,8.6,8.8,8.8,9.3,Pakistan2014
447,4.8,2.5,5.3,3.7,7.6,4.2,55.7,4.6,5.2,4.7,5.6,4.0,3.5,Panama2014
448,6.4,7.1,6.6,6.6,9.3,7.3,84.1,6.6,9.0,6.3,7.6,4.9,6.4,Papua New Guinea2014
449,6.2,7.8,6.2,5.4,8.7,4.9,71.6,7.4,6.4,6.0,5.8,2.7,4.1,Paraguay2014
450,6.7,6.7,7.3,4.2,7.5,6.4,72.9,7.4,6.7,4.8,5.8,5.0,4.4,Peru2014
451,8.8,8.0,8.3,5.7,6.3,5.9,85.3,7.3,6.9,6.4,7.8,7.7,6.2,Philippines2014
452,2.6,3.8,4.1,4.0,3.8,4.7,42.1,3.5,3.1,2.8,3.6,3.1,3.0,Poland2014
453,1.9,1.8,2.3,5.2,3.2,2.5,33.1,2.3,3.3,2.6,3.1,1.9,3.0,Portugal2014
454,2.8,5.0,4.9,2.9,5.1,3.4,48.9,6.2,2.3,5.9,4.6,2.1,3.7,Qatar2014
455,3.8,5.2,6.6,5.7,5.0,4.4,56.9,6.1,4.6,4.2,4.0,3.0,4.3,Romania2014
456,8.6,8.1,8.5,3.6,6.7,4.8,76.5,7.6,5.0,8.7,5.4,5.2,4.3,Russia2014
457,5.9,8.2,8.5,6.7,7.9,7.2,90.5,6.5,7.5,7.8,8.0,8.2,8.1,Rwanda2014
458,5.5,5.1,4.8,6.2,5.7,8.9,69.3,6.0,5.1,4.8,6.5,2.4,8.3,Samoa2014
459,5.8,6.3,4.8,8.1,6.6,8.2,75.8,6.6,6.2,4.1,6.9,4.6,7.6,Sao Tome and Principe2014
460,6.9,8.0,7.7,3.9,6.1,3.4,73.1,8.1,4.0,8.8,6.0,4.9,5.3,Saudi Arabia2014
461,6.5,6.6,6.6,7.0,7.0,7.1,82.8,6.0,7.9,6.5,8.1,7.3,6.2,Senegal2014
462,6.2,8.0,8.0,6.4,5.6,5.0,72.0,5.8,4.4,5.2,4.2,6.5,6.7,Serbia2014
463,6.4,5.7,4.8,4.9,6.3,5.2,63.7,6.0,3.5,4.9,5.4,3.4,7.2,Seychelles2014
464,5.1,7.7,5.9,8.3,8.5,8.3,89.9,7.2,9.1,5.9,8.7,7.8,7.4,Sierra Leone2014
465,2.0,4.0,2.8,2.8,4.0,3.6,35.9,3.5,2.1,4.9,2.8,1.4,2.0,Singapore2014
466,2.4,1.6,3.6,3.9,4.2,2.9,32.6,2.9,2.3,2.3,2.4,1.6,2.5,Slovenia2014
467,6.7,8.0,6.8,7.5,8.6,6.0,86.4,7.0,7.9,6.0,8.2,5.2,8.5,Solomon Islands2014
468,9.4,10.0,9.3,9.1,8.7,8.9,112.6,9.1,9.6,9.8,9.5,10.0,9.2,Somalia2014
469,4.9,5.6,5.8,5.8,7.7,4.6,66.6,5.0,6.1,4.3,7.4,6.2,3.2,South Africa2014
470,2.4,3.6,3.1,2.3,3.2,3.6,36.4,2.8,2.1,2.9,2.9,1.8,5.7,South Korea2014
471,3.6,6.1,6.1,5.3,3.8,2.7,43.1,3.4,3.0,2.2,3.0,2.0,1.9,Spain2014
472,8.2,9.4,9.3,6.2,7.5,7.6,92.6,8.3,5.3,9.1,6.5,8.5,6.7,Sri Lanka2014
473,9.6,10.0,9.9,8.1,8.2,8.7,110.1,9.3,9.1,9.3,8.6,9.7,9.6,Sudan2014
474,5.7,5.8,6.1,7.1,6.9,7.4,70.6,5.8,5.5,5.2,5.6,3.3,6.2,Suriname2014
475,5.7,7.0,3.6,8.9,7.8,6.6,85.8,8.8,7.7,8.0,8.7,5.2,7.8,Swaziland2014
476,2.4,1.8,1.0,2.0,1.8,1.8,21.4,0.8,1.8,1.3,2.8,2.6,1.3,Sweden2014
477,1.7,1.0,3.5,2.2,2.4,2.4,23.3,0.9,1.7,1.7,2.4,1.8,1.6,Switzerland2014
478,10.0,9.6,10.0,6.7,6.9,6.9,101.6,9.8,7.2,9.9,6.0,10.0,8.6,Syria2014
479,7.1,8.4,7.0,7.7,5.9,6.1,84.6,9.0,6.2,7.9,7.5,5.1,6.7,Tajikistan2014
480,5.2,5.7,5.9,6.7,6.7,6.7,80.8,6.0,8.7,6.3,8.6,6.7,7.6,Tanzania2014
481,7.9,9.5,8.0,3.6,6.1,3.8,77.0,7.1,4.9,7.4,7.6,6.5,4.6,Thailand2014
482,8.0,8.3,6.8,8.2,6.4,6.7,91.0,7.7,8.5,5.7,8.8,7.1,8.8,Timor-Leste2014
483,7.1,7.6,4.8,7.1,7.8,7.1,87.8,8.4,8.3,7.5,7.9,7.4,6.8,Togo2014
484,5.4,5.6,4.4,4.6,5.8,7.8,61.3,5.3,5.1,4.9,5.2,3.3,3.9,Trinidad and Tobago2014
485,7.3,8.1,7.8,6.3,5.7,5.3,77.5,8.0,5.2,8.1,4.7,4.4,6.6,Tunisia2014
486,7.4,7.3,9.0,5.3,6.5,3.7,74.1,6.0,5.2,5.9,5.4,7.1,5.3,Turkey2014
487,6.8,7.8,6.9,5.3,6.7,5.1,78.2,9.6,6.4,8.5,6.0,4.2,4.9,Turkmenistan2014
488,7.9,8.9,8.3,7.3,7.6,6.9,96.0,7.8,8.3,7.6,8.7,8.7,8.0,Uganda2014
489,4.7,8.0,6.4,5.5,5.0,5.4,67.2,8.0,3.9,6.1,4.5,3.4,6.3,Ukraine2014
490,3.1,3.6,4.0,3.4,4.5,2.7,47.6,6.7,3.2,6.5,4.2,2.5,3.2,United Arab Emirates2014
491,2.8,3.5,5.3,4.0,3.4,2.1,34.3,1.7,2.4,2.1,2.8,2.7,1.5,United Kingdom2014
492,3.4,2.7,2.7,3.5,4.5,4.4,37.9,1.6,3.7,2.2,3.8,2.2,3.2,Uruguay2014
493,7.6,8.8,7.4,7.1,7.3,6.6,86.3,9.3,5.4,9.3,6.4,5.7,5.4,Uzbekistan2014
494,6.2,7.7,6.8,5.5,6.9,5.5,76.7,7.7,7.5,7.8,5.4,5.1,4.6,Venezuela2014
495,9.5,9.4,9.3,9.1,7.8,7.3,105.4,8.9,8.5,9.0,9.1,9.0,8.5,Yemen2014
496,4.7,5.7,6.0,8.0,8.3,7.7,86.2,7.7,7.9,6.8,9.3,7.2,6.9,Zambia2014
497,9.9,9.4,9.2,8.2,7.8,7.2,106.7,9.4,8.8,8.4,9.3,9.2,10.0,Afghanistan2013
498,5.5,6.3,4.8,5.3,4.8,6.6,65.2,7.0,4.8,6.0,4.7,3.1,6.3,Albania2013
499,7.4,7.3,7.8,5.8,6.2,5.1,78.7,7.4,5.9,7.7,5.8,7.0,5.2,Algeria2013
500,6.1,7.3,6.8,5.1,9.4,5.9,87.1,8.6,8.4,7.3,8.9,7.2,6.1,Angola2013
501,4.9,3.7,4.1,4.5,5.6,7.6,58.0,5.8,4.0,4.4,4.6,3.0,5.8,Antigua and Barbuda2013
502,3.0,2.7,5.0,4.0,6.0,3.0,46.1,4.4,3.9,4.1,4.1,2.0,3.8,Argentina2013
503,5.3,7.0,5.7,5.9,5.6,6.0,71.3,6.6,4.4,6.8,4.9,7.0,6.2,Armenia2013
504,1.7,1.6,3.6,2.1,3.3,1.1,25.4,1.0,1.8,2.2,3.3,2.7,1.0,Australia2013
505,1.1,2.7,4.3,1.9,4.0,1.6,26.9,1.5,1.5,2.0,2.3,2.4,1.6,Austria2013
506,6.9,7.8,6.9,4.7,6.1,4.7,78.2,8.2,5.1,7.6,5.3,7.9,6.9,Azerbaijan2013
507,6.1,7.1,7.3,3.2,5.7,3.3,62.9,7.6,2.4,7.5,4.6,2.5,5.6,Bahrain2013
508,7.7,8.9,8.6,7.3,7.8,7.5,92.5,8.3,8.0,7.3,8.1,7.3,5.8,Bangladesh2013
509,4.2,4.2,4.4,5.8,5.7,6.2,50.8,3.6,2.7,2.5,3.8,2.7,5.0,Barbados2013
510,6.3,8.3,6.8,6.2,5.7,3.9,76.7,9.0,5.2,8.3,5.7,3.6,7.6,Belarus2013
511,2.0,3.9,4.1,3.5,3.8,1.8,30.9,2.1,2.2,1.5,2.5,1.6,2.0,Belgium2013
512,5.5,4.3,4.4,5.5,6.6,7.1,67.2,6.0,6.0,4.1,6.5,4.9,6.3,Belize2013
513,5.8,6.1,3.6,7.1,7.2,6.2,77.9,6.0,8.6,5.1,8.3,6.5,7.3,Benin2013
514,5.6,7.5,7.3,6.3,7.5,6.8,81.8,6.0,6.9,7.3,6.4,6.9,7.3,Bhutan2013
515,6.7,8.0,7.1,6.2,8.9,6.4,80.8,7.2,6.8,6.3,6.9,4.0,6.3,Bolivia2013
516,6.4,8.7,7.7,5.2,6.2,5.6,76.5,6.7,4.4,6.4,4.4,6.8,8.0,Bosnia and Herzegovina2013
517,3.5,3.3,4.8,6.1,7.5,5.0,64.0,4.4,6.0,4.4,8.3,5.8,4.8,Botswana2013
518,5.9,4.9,5.9,3.3,8.3,3.9,62.1,5.3,5.4,5.3,7.0,3.6,3.3,Brazil2013
519,5.6,7.4,6.2,2.8,7.8,4.6,63.2,7.4,2.6,6.9,4.5,3.3,4.1,Brunei Darussalam2013
520,4.7,5.3,4.6,5.0,5.1,4.9,55.0,4.8,4.4,3.7,4.4,3.1,5.0,Bulgaria2013
521,7.2,7.3,5.3,7.7,8.4,6.3,90.2,7.7,8.7,6.8,9.4,7.4,8.0,Burkina Faso2013
522,7.7,7.9,8.1,9.1,7.6,6.2,97.6,8.4,8.3,7.9,8.9,8.8,8.7,Burundi2013
523,6.2,8.0,7.0,6.4,7.3,7.4,88.0,8.3,8.1,7.8,7.2,6.2,8.0,Cambodia2013
524,8.0,9.2,7.8,6.1,7.8,7.2,93.5,8.5,8.4,8.1,8.3,7.3,6.8,Cameroon2013
525,1.8,2.5,3.1,1.8,3.5,2.1,26.0,1.5,2.0,2.0,2.6,2.1,1.0,Canada2013
526,5.7,5.5,4.2,6.1,6.9,8.3,73.7,6.3,6.5,5.1,6.7,4.1,8.2,Cape Verde2013
527,9.7,9.1,8.5,7.7,9.2,6.1,105.3,9.0,9.5,8.6,8.6,9.8,9.4,Central African Republic2013
528,9.4,9.5,8.8,8.0,8.9,8.0,109.0,9.7,9.9,9.8,9.5,9.7,7.9,Chad2013
529,2.9,1.4,3.5,4.1,5.5,2.8,42.3,3.8,4.3,3.5,4.9,2.4,3.2,Chile2013
530,6.5,7.2,8.3,3.6,8.0,5.0,80.9,8.1,6.8,9.4,8.1,6.1,3.8,China2013
531,6.8,7.7,7.5,3.8,8.1,7.3,83.8,7.3,6.1,7.3,6.5,8.3,7.1,Colombia2013
532,7.5,7.5,5.3,8.2,6.4,7.2,84.0,7.4,7.9,6.6,7.4,4.5,8.1,Comoros2013
533,2.5,3.8,4.1,4.3,6.1,3.5,48.7,3.5,4.6,2.4,4.9,4.1,4.9,Costa Rica2013
534,9.1,9.4,9.0,7.7,7.8,7.3,103.5,9.3,8.5,8.6,7.8,9.3,9.7,Cote d'Ivoire2013
535,4.8,4.4,5.3,5.1,4.4,4.4,54.1,3.9,2.9,4.7,3.7,5.5,5.0,Croatia2013
536,6.3,6.9,4.8,5.2,5.9,6.3,72.8,6.5,4.7,7.5,6.6,5.3,6.7,Cuba2013
537,5.0,7.9,7.3,5.8,7.0,4.8,67.0,5.5,3.0,3.3,4.0,4.4,9.0,Cyprus2013
538,2.1,4.2,3.8,4.5,3.8,3.4,39.9,4.1,3.7,2.4,2.5,2.2,3.2,Czech Republic2013
539,1.5,1.4,3.4,1.9,1.6,1.9,21.9,1.0,1.4,1.7,2.5,1.6,2.0,Denmark2013
540,6.6,7.5,6.2,6.9,7.3,5.2,85.5,7.8,7.4,7.0,8.3,7.2,8.1,Djibouti2013
541,5.2,6.5,6.1,5.5,6.9,7.9,73.2,5.4,6.2,5.7,6.4,5.5,5.9,Dominican Republic2013
542,6.7,8.2,7.2,5.6,7.4,6.8,78.6,7.2,6.9,4.9,5.8,5.7,6.2,Ecuador2013
543,7.3,8.7,8.5,8.2,7.1,5.4,90.6,8.9,5.6,9.6,7.2,6.5,7.7,Egypt2013
544,6.4,4.3,5.7,6.5,7.0,6.9,73.2,5.9,6.5,6.1,7.4,5.5,5.1,El Salvador2013
545,7.5,8.2,6.6,4.5,9.1,6.6,86.1,9.6,7.6,9.4,8.3,3.3,5.5,Equatorial Guinea2013
546,7.5,8.1,6.1,8.3,6.9,7.3,95.0,8.7,8.4,9.1,8.7,7.4,8.6,Eritrea2013
547,2.9,5.5,5.9,3.5,4.3,3.9,45.3,3.8,3.0,2.4,3.5,3.3,3.3,Estonia2013
548,8.4,8.7,8.6,7.7,7.6,6.7,98.9,7.3,8.7,8.7,9.7,8.7,8.1,Ethiopia2013
549,7.0,7.9,7.3,7.3,7.4,7.0,80.8,8.8,4.9,7.3,5.2,3.8,6.9,Fiji2013
550,1.0,1.1,1.4,3.2,1.0,2.3,18.0,1.0,1.5,1.1,1.9,1.6,1.0,Finland2013
551,2.3,1.9,5.9,4.0,4.3,1.9,32.6,2.2,1.5,2.4,2.7,2.2,1.4,France2013
552,5.4,7.1,3.3,5.2,7.3,5.5,72.9,7.6,7.0,6.8,6.8,5.6,5.4,Gabon2013
553,7.9,9.4,8.0,6.4,6.3,5.2,84.2,8.6,5.4,6.4,5.2,7.5,7.9,Georgia2013
554,2.2,2.0,4.3,2.6,3.9,2.2,29.7,1.4,1.8,1.9,2.4,3.6,1.4,Germany2013
555,3.8,5.0,4.9,6.1,6.5,7.3,69.1,5.1,7.6,4.7,6.7,5.5,6.0,Ghana2013
556,3.9,3.0,4.8,6.4,4.3,4.4,50.6,5.4,3.9,3.0,4.3,2.0,5.1,Greece2013
557,5.3,5.6,3.9,5.8,5.9,8.5,64.6,6.2,3.6,3.7,5.2,3.2,7.7,Grenada2013
558,7.0,6.0,7.3,6.1,8.1,7.1,80.7,6.9,6.9,6.6,7.3,6.0,5.4,Guatemala2013
559,9.1,8.9,7.6,9.2,8.2,7.7,101.3,9.8,8.9,8.4,8.4,8.2,7.0,Guinea2013
560,5.8,5.1,5.9,6.6,6.8,8.5,70.8,6.2,6.0,4.4,5.8,3.8,5.9,Guyana2013
561,7.9,9.0,7.0,9.7,9.1,9.1,105.8,8.8,9.6,7.6,9.6,8.6,9.9,Haiti2013
562,6.8,6.3,5.8,6.9,8.1,6.6,78.3,6.9,6.8,6.3,7.0,3.9,6.9,Honduras2013
563,2.3,4.8,4.1,6.0,4.9,3.9,47.6,5.9,3.1,3.4,2.5,2.9,3.8,Hungary2013
564,1.0,1.8,1.0,3.7,1.7,2.8,24.7,1.4,1.6,1.3,1.6,1.6,5.2,Iceland2013
565,7.8,6.8,8.2,5.4,8.1,5.4,77.5,5.2,6.7,5.9,7.5,5.2,5.2,India2013
566,6.8,7.0,7.3,5.5,6.9,6.3,78.2,6.4,6.1,6.5,7.5,6.0,5.9,Indonesia2013
567,8.6,9.4,8.8,6.5,6.7,6.1,89.7,8.9,5.0,9.4,5.5,7.3,7.5,Iran2013
568,10.0,9.6,10.0,7.3,8.4,8.3,103.9,8.6,7.6,8.6,8.3,8.8,8.5,Iraq2013
569,1.8,1.3,1.6,3.9,2.5,2.8,24.8,1.9,1.9,1.3,2.2,1.4,2.2,Ireland2013
570,5.0,4.8,4.7,4.8,3.6,2.6,44.6,4.7,2.4,2.9,3.8,3.3,2.0,Italy2013
571,6.3,3.7,4.0,6.6,5.9,7.2,65.6,6.1,5.7,5.0,5.6,3.4,6.3,Jamaica2013
572,1.7,2.6,3.8,3.7,1.8,2.0,36.1,2.2,2.5,3.0,5.4,3.7,3.7,Japan2013
573,5.8,6.8,7.1,6.5,6.5,4.2,75.7,6.5,4.3,7.4,6.7,7.8,6.2,Jordan2013
574,6.4,7.7,6.2,6.2,5.3,3.6,69.8,7.8,5.1,7.1,5.3,3.8,5.3,Kazakhstan2013
575,8.1,9.0,9.0,7.6,8.3,7.8,99.6,8.3,8.1,7.1,9.1,8.7,8.5,Kenya2013
576,4.4,7.9,4.6,3.4,5.3,3.7,59.6,7.6,2.6,6.8,5.1,3.8,4.4,Kuwait2013
577,7.4,8.0,8.4,7.6,7.0,6.4,85.7,8.4,5.9,7.6,6.2,5.6,7.3,Kyrgyz Republic2013
578,6.6,8.3,6.1,5.7,6.1,6.8,83.7,8.6,7.3,8.3,7.5,5.8,6.6,Laos2013
579,3.3,4.3,5.4,4.0,4.9,4.2,47.9,4.5,3.4,3.2,3.6,3.3,3.8,Latvia2013
580,8.5,9.2,8.5,5.3,6.2,6.0,86.3,7.2,5.6,6.8,6.3,8.5,8.2,Lebanon2013
581,5.2,7.0,4.7,8.5,6.7,6.8,79.4,6.0,8.2,5.4,8.8,4.9,7.2,Lesotho2013
582,7.1,8.3,6.5,8.3,8.0,7.0,95.1,6.6,9.1,6.4,8.8,9.2,9.8,Liberia2013
583,8.9,8.0,7.4,5.0,6.7,4.2,84.5,8.4,7.3,9.0,5.5,5.4,8.8,Libya2013
584,2.5,3.0,3.7,4.5,5.2,4.1,43.0,3.8,3.4,2.9,3.8,2.9,3.2,Lithuania2013
585,2.3,3.4,2.8,1.5,1.5,2.1,23.3,1.9,1.3,1.0,1.7,1.8,2.0,Luxembourg2013
586,6.0,7.0,7.8,5.9,6.2,6.1,68.0,6.1,3.9,4.3,3.9,5.2,5.6,Macedonia2013
587,7.0,7.5,4.9,8.2,7.9,5.5,82.7,7.2,8.6,5.9,8.1,4.3,7.7,Madagascar2013
588,5.0,7.6,5.7,8.4,8.0,8.1,89.2,7.5,8.2,6.8,8.9,6.5,8.4,Malawi2013
589,6.0,6.8,6.1,4.1,5.9,4.8,66.1,6.2,4.5,7.1,5.6,4.6,4.4,Malaysia2013
590,5.8,8.0,4.9,6.5,4.4,6.2,75.4,8.3,6.7,7.6,5.4,5.3,6.4,Maldives2013
591,8.1,5.0,7.6,8.1,6.8,7.8,89.3,6.0,8.5,6.5,9.3,7.6,8.0,Mali2013
592,3.7,2.0,4.0,3.6,3.5,4.1,42.4,4.1,2.3,3.3,2.8,5.2,3.8,Malta2013
593,7.8,8.2,7.2,8.0,6.5,5.7,91.7,7.7,8.4,7.4,8.5,8.3,7.9,Mauritania2013
594,3.3,3.2,3.5,4.1,4.8,3.6,44.5,4.1,3.8,3.5,3.8,2.2,4.6,Mauritius2013
595,7.9,5.2,6.1,5.2,7.2,5.9,73.1,6.1,6.6,6.3,6.5,4.0,6.1,Mexico2013
596,7.2,7.7,6.0,6.4,5.9,6.9,76.5,6.9,5.7,6.0,5.9,5.0,6.9,Moldova2013
597,4.4,5.5,3.7,4.7,6.3,2.5,57.8,5.3,5.7,5.4,5.5,2.2,6.5,Mongolia2013
598,4.6,6.2,6.5,4.6,3.5,3.0,54.4,4.2,3.6,4.4,3.9,4.5,5.3,Montenegro2013
599,6.3,6.6,6.5,5.3,6.9,7.0,74.3,6.7,5.9,6.6,5.8,5.9,4.9,Morocco2013
